region;date;cases;deaths;nCFR;nCFR_LQ;nCFR_UQ;cCFR;cCFR_LQ;cCFR_UQ;letalidad_caso_cruda;letalidad_caso_aj_retraso
O’Higgins;2020-05-16;   329;   5;0,018181818;4,975602e-03;0,045895849;0,077428032;0,0213565865;0,18539660;1.82% (0.498% - 4.59%);7.74% (2.14% - 18.5%)
O’Higgins;2020-05-16;   329;   5;0,018181818;4,975602e-03;0,045895849;0,077428032;0,0213565865;0,18539660;1.82% (0.498% - 4.59%);7.74% (2.14% - 18.5%)
O’Higgins;2020-05-17;   366;   5;0,015564202;4,256583e-03;0,039368852;0,063325760;0,0175687933;0,15466068;1.56% (0.426% - 3.94%);6.33% (1.76% - 15.5%)
O’Higgins;2020-05-17;   366;   5;0,015564202;4,256583e-03;0,039368852;0,063325760;0,0175687933;0,15466068;1.56% (0.426% - 3.94%);6.33% (1.76% - 15.5%)
O’Higgins;2020-05-18;   418;   6;0,016181230;5,274342e-03;0,037355578;0,065603936;0,0217050779;0,14689038;1.62% (0.527% - 3.74%);6.56% (2.17% - 14.7%)
O’Higgins;2020-05-18;   418;   6;0,016181230;5,274342e-03;0,037355578;0,065603936;0,0217050779;0,14689038;1.62% (0.527% - 3.74%);6.56% (2.17% - 14.7%)
O’Higgins;2020-05-19;   442;   7;0,018018018;6,640285e-03;0,038803174;0,066059938;0,0245791439;0,13800354;1.8% (0.664% - 3.88%);6.61% (2.46% - 13.8%)
O’Higgins;2020-05-19;   442;   7;0,018018018;6,640285e-03;0,038803174;0,066059938;0,0245791439;0,13800354;1.8% (0.664% - 3.88%);6.61% (2.46% - 13.8%)
O’Higgins;2020-05-20;   455;   7;0,017341040;6,389775e-03;0,037360196;0,055947604;0,0208539441;0,11806157;1.73% (0.639% - 3.74%);5.59% (2.09% - 11.8%)
O’Higgins;2020-05-20;   455;   7;0,017341040;6,389775e-03;0,037360196;0,055947604;0,0208539441;0,11806157;1.73% (0.639% - 3.74%);5.59% (2.09% - 11.8%)
O’Higgins;2020-05-21;   465;   7;0,016853933;6,209574e-03;0,036321205;0,047857963;0,0178163225;0,10154868;1.69% (0.621% - 3.63%);4.79% (1.78% - 10.2%)
O’Higgins;2020-05-22;   492;   8;0,018276762;7,378998e-03;0,037293045;0,048376376;0,0196269497;0,09693598;1.83% (0.738% - 3.73%);4.84% (1.96% - 9.69%)
O’Higgins;2020-05-23;   518;  11;0,024449878;1,178553e-02;0,044503535;0,060731731;0,0294425524;0,10863085;2.44% (1.18% - 4.45%);6.07% (2.94% - 10.9%)
O’Higgins;2020-05-24;   554;  11;0,022471910;1,082753e-02;0,040937465;0,054060168;0,0262221507;0,09715880;2.25% (1.08% - 4.09%);5.41% (2.62% - 9.72%)
O’Higgins;2020-05-25;   588;  13;0,025052192;1,301033e-02;0,043351942;0,058345354;0,0304588246;0,09954381;2.51% (1.3% - 4.34%);5.83% (3.05% - 9.95%)
O’Higgins;2020-05-26;   654;  13;0,022018349;1,142774e-02;0,038145520;0,052876098;0,0276102621;0,09052045;2.2% (1.14% - 3.81%);5.29% (2.76% - 9.05%)
O’Higgins;2020-05-27;   691;  14;0,022336770;1,194573e-02;0,037893686;0,052168584;0,0280884235;0,08762409;2.23% (1.19% - 3.79%);5.22% (2.81% - 8.76%)
O’Higgins;2020-05-28;   705;  14;0,021812081;1,166392e-02;0,037010513;0,047623688;0,0255954583;0,08005355;2.18% (1.17% - 3.7%);4.76% (2.56% - 8.01%)
O’Higgins;2020-05-29;   745;  14;0,020440252;1,092737e-02;0,034699828;0,043562228;0,0234293937;0,07344344;2.04% (1.09% - 3.47%);4.36% (2.34% - 7.34%)
O’Higgins;2020-05-30;   756;  16;0,023183926;1,303258e-02;0,037950413;0,046128413;0,0260587559;0,07498204;2.32% (1.3% - 3.8%);4.61% (2.61% - 7.5%)
O’Higgins;2020-05-31;   785;  18;0,025147929;1,471630e-02;0,039959680;0,048184180;0,0283010084;0,07598866;2.51% (1.47% - 4%);4.82% (2.83% - 7.6%)
O’Higgins;2020-06-01;   813;  18;0,024147727;1,412842e-02;0,038382017;0,044639220;0,0262040436;0,07048045;2.41% (1.41% - 3.84%);4.46% (2.62% - 7.05%)
O’Higgins;2020-06-02;   843;  18;0,023160763;1,354853e-02;0,036824288;0,041573695;0,0243964107;0,06571667;2.32% (1.35% - 3.68%);4.16% (2.44% - 6.57%)
O’Higgins;2020-06-03;   931;  20;0,023114355;1,397238e-02;0,035861375;0,043482867;0,0263765387;0,06706593;2.31% (1.4% - 3.59%);4.35% (2.64% - 6.71%)
O’Higgins;2020-06-04;   967;  21;0,023310023;1,429515e-02;0,035771719;0,042985737;0,0264668682;0,06564703;2.33% (1.43% - 3.58%);4.3% (2.65% - 6.56%)
O’Higgins;2020-06-05;  1016;  22;0,023153252;1,438802e-02;0,035175322;0,042451722;0,0264499747;0,06412091;2.32% (1.44% - 3.52%);4.25% (2.64% - 6.41%)
O’Higgins;2020-06-06;  1111;  25;0,023952096;1,540545e-02;0,035430197;0,045656265;0,0294497796;0,06713159;2.4% (1.54% - 3.54%);4.57% (2.94% - 6.71%)
O’Higgins;2020-06-07;  1183;  20;0,022346369;1,436897e-02;0,033068059;0,042964108;0,0276990791;0,06321081;2.23% (1.44% - 3.31%);4.3% (2.77% - 6.32%)
O’Higgins;2020-06-08;  1255;  22;0,022687609;1,487256e-02;0,033066837;0,043757767;0,0287887643;0,06347931;2.27% (1.49% - 3.31%);4.38% (2.88% - 6.35%)
O’Higgins;2020-06-09;  1317;  23;0,022350993;1,477989e-02;0,032353865;0,042659769;0,0282943661;0,06145498;2.24% (1.48% - 3.24%);4.27% (2.83% - 6.15%)
O’Higgins;2020-06-10;  1442;  26;0,022505626;1,523475e-02;0,031973269;0,044448505;0,0301842031;0,06284176;2.25% (1.52% - 3.2%);4.44% (3.02% - 6.28%)
O’Higgins;2020-06-11;  1552;  28;0,022176022;1,521666e-02;0,031162694;0,044423857;0,0305954372;0,06216563;2.22% (1.52% - 3.12%);4.44% (3.06% - 6.22%)
O’Higgins;2020-06-12;  1629;  30;0,022368421;1,553934e-02;0,031118367;0,044172244;0,0307699205;0,06115940;2.24% (1.55% - 3.11%);4.42% (3.08% - 6.12%)
O’Higgins;2020-06-13;  1788;  32;0,021441334;1,506134e-02;0,029561217;0,043710431;0,0307840113;0,05997400;2.14% (1.51% - 2.96%);4.37% (3.08% - 6%)
O’Higgins;2020-06-14;  1927;  33;0,020352035;1,436920e-02;0,027944340;0,041939403;0,0297058265;0,05736159;2.04% (1.44% - 2.79%);4.19% (2.97% - 5.74%)
O’Higgins;2020-06-15;  2012;  35;0,020493957;1,461280e-02;0,027910293;0,041214857;0,0294772824;0,05592912;2.05% (1.46% - 2.79%);4.12% (2.95% - 5.59%)
O’Higgins;2020-06-16;  2221;  35;0,018465909;1,316319e-02;0,025157775;0,038380438;0,0274358707;0,05210335;1.85% (1.32% - 2.52%);3.84% (2.74% - 5.21%)
O’Higgins;2020-06-17;  2797;  41;0,016741071;1,223659e-02;0,022337343;0,041210432;0,0302140116;0,05475445;1.67% (1.22% - 2.23%);4.12% (3.02% - 5.48%)
O’Higgins;2020-06-18;  3017;  44;0,016506190;1,219479e-02;0,021825830;0,040795256;0,0302195491;0,05370932;1.65% (1.22% - 2.18%);4.08% (3.02% - 5.37%)
O’Higgins;2020-06-19;  3311;  46;0,015615240;1,161156e-02;0,020535467;0,039176409;0,0292211521;0,05133651;1.56% (1.16% - 2.05%);3.92% (2.92% - 5.13%)
O’Higgins;2020-06-20;  3613;  50;0,015410959;1,159783e-02;0,020060633;0,038728787;0,0292322613;0,05024396;1.54% (1.16% - 2.01%);3.87% (2.92% - 5.02%)
O’Higgins;2020-06-21;  3952;  52;0,014571949;1,102577e-02;0,018881637;0,036574502;0,0277461851;0,04723806;1.46% (1.1% - 1.89%);3.66% (2.77% - 4.72%)
Tarapacá;2020-05-27;  1811;  11;0,008857396;4,255403e-03;0,016228565;0,029978276;0,0144489236;0,05437035;0.886% (0.426% - 1.62%);3% (1.44% - 5.44%)
Tarapacá;2020-05-28;  1957;  12;0,008627451;4,314434e-03;0,015384349;0,027851853;0,0139819055;0,04928081;0.863% (0.431% - 1.54%);2.79% (1.4% - 4.93%)
Tarapacá;2020-05-29;  2093;  14;0,009213324;4,914566e-03;0,015703534;0,028265860;0,0151317127;0,04784213;0.921% (0.491% - 1.57%);2.83% (1.51% - 4.78%)
Tarapacá;2020-05-30;  2250;  18;0,010841837;6,328099e-03;0,017302246;0,032138867;0,0188296872;0,05095550;1.08% (0.633% - 1.73%);3.21% (1.88% - 5.1%)
Tarapacá;2020-05-31;  2361;  21;0,011911852;7,290833e-03;0,018337199;0,033173550;0,0203749618;0,05076118;1.19% (0.729% - 1.83%);3.32% (2.04% - 5.08%)
Tarapacá;2020-06-01;  2526;  22;0,011388286;7,062967e-03;0,017355772;0,030775409;0,0191595689;0,04668474;1.14% (0.706% - 1.74%);3.08% (1.92% - 4.67%)
Tarapacá;2020-06-02;  2594;  23;0,011506276;7,224581e-03;0,017369086;0,028666028;0,0180610270;0,04310595;1.15% (0.722% - 1.74%);2.87% (1.81% - 4.31%)
Tarapacá;2020-06-03;  2682;  28;0,013500000;8,914928e-03;0,019581404;0,031473514;0,0208382880;0,04545642;1.35% (0.891% - 1.96%);3.15% (2.08% - 4.55%)
Tarapacá;2020-06-04;  2810;  28;0,012687970;8,377650e-03;0,018406992;0,028353246;0,0187717044;0,04099740;1.27% (0.838% - 1.84%);2.84% (1.88% - 4.1%)
Tarapacá;2020-06-05;  2965;  28;0,011826544;7,807836e-03;0,017160663;0,025732181;0,0170290076;0,03722885;1.18% (0.781% - 1.72%);2.57% (1.7% - 3.72%)
Tarapacá;2020-06-06;  3094;  30;0,012023217;8,066518e-03;0,017222019;0,025252765;0,0169816938;0,03607914;1.2% (0.807% - 1.72%);2.53% (1.7% - 3.61%)
Tarapacá;2020-06-07;  3250;  35;0,013239875;9,185956e-03;0,018452658;0,027200923;0,0189087166;0,03780325;1.32% (0.919% - 1.85%);2.72% (1.89% - 3.78%)
Tarapacá;2020-06-08;  3392;  35;0,012546125;8,703779e-03;0,017488189;0,025103511;0,0174512023;0,03491425;1.25% (0.87% - 1.75%);2.51% (1.75% - 3.49%)
Tarapacá;2020-06-09;  3491;  35;0,012103952;8,396505e-03;0,016873328;0,023254460;0,0161578317;0,03234713;1.21% (0.84% - 1.69%);2.33% (1.62% - 3.23%)
Tarapacá;2020-06-10;  3591;  46;0,015469233;1,130516e-02;0,020644818;0,028608236;0,0209415616;0,03809363;1.55% (1.13% - 2.06%);2.86% (2.09% - 3.81%)
Tarapacá;2020-06-11;  3696;  46;0,014930325;1,091058e-02;0,019927433;0,026687073;0,0195332799;0,03555216;1.49% (1.09% - 1.99%);2.67% (1.95% - 3.56%)
Tarapacá;2020-06-12;  3823;  48;0,014963387;1,101470e-02;0,019848941;0,026101543;0,0192363977;0,03455312;1.5% (1.1% - 1.98%);2.61% (1.92% - 3.46%)
Tarapacá;2020-06-13;  4004;  52;0,015352197;1,145152e-02;0,020136424;0,026624538;0,0198815849;0,03485052;1.54% (1.15% - 2.01%);2.66% (1.99% - 3.49%)
Tarapacá;2020-06-14;  4145;  58;0,016459717;1,248965e-02;0,021273468;0,028066568;0,0213239206;0,03621001;1.65% (1.25% - 2.13%);2.81% (2.13% - 3.62%)
Tarapacá;2020-06-15;  4258;  58;0,015939597;1,209427e-02;0,020602831;0,026540832;0,0201589004;0,03424551;1.59% (1.21% - 2.06%);2.65% (2.02% - 3.42%)
Tarapacá;2020-06-16;  4365;  58;0,015476514;1,174228e-02;0,020005648;0,025150886;0,0191061283;0,03246891;1.55% (1.17% - 2%);2.52% (1.91% - 3.25%)
Tarapacá;2020-06-17;  4787;  67;0,016077954;1,245594e-02;0,020410223;0,027653424;0,0214474175;0,03504433;1.61% (1.25% - 2.04%);2.77% (2.14% - 3.5%)
Tarapacá;2020-06-18;  4869;  68;0,016001911;1,242222e-02;0,020277859;0,026697753;0,0207454046;0,03377681;1.6% (1.24% - 2.03%);2.67% (2.07% - 3.38%)
Tarapacá;2020-06-19;  4995;  71;0,016230002;1,267336e-02;0,020461684;0,026535192;0,0207426109;0,03340803;1.62% (1.27% - 2.05%);2.65% (2.07% - 3.34%)
Tarapacá;2020-06-20;  5143;  79;0,017484869;1,384497e-02;0,021774454;0,028133294;0,0222964012;0,03498247;1.75% (1.38% - 2.18%);2.81% (2.23% - 3.5%)
Tarapacá;2020-06-21;  5258;  80;0,017263986;1,369127e-02;0,021470206;0,027133053;0,0215358829;0,03369752;1.73% (1.37% - 2.15%);2.71% (2.15% - 3.37%)
Valparaíso;2020-04-20;   388;   5;0,022988506;6,298304e-03;0,057811171;0,095694992;0,0265635696;0,22622487;2.3% (0.63% - 5.78%);9.57% (2.66% - 22.6%)
Valparaíso;2020-04-21;   403;   6;0,026455026;8,644481e-03;0,060654366;0,096842630;0,0319642364;0,21029747;2.65% (0.864% - 6.07%);9.68% (3.2% - 21%)
Valparaíso;2020-04-22;   421;   7;0,028985507;1,070994e-02;0,062018572;0,096373101;0,0363495817;0,19883038;2.9% (1.07% - 6.2%);9.64% (3.63% - 19.9%)
Valparaíso;2020-04-23;   429;   7;0,027906977;1,030879e-02;0,059749086;0,081644242;0,0307615301;0,17036108;2.79% (1.03% - 5.97%);8.16% (3.08% - 17%)
Valparaíso;2020-04-24;   436;   8;0,031531532;1,276947e-02;0,063885157;0,082161224;0,0337525436;0,16234390;3.15% (1.28% - 6.39%);8.22% (3.38% - 16.2%)
Valparaíso;2020-04-25;   454;   9;0,033333333;1,449876e-02;0,064620992;0,082310713;0,0362802498;0,15605270;3.33% (1.45% - 6.46%);8.23% (3.63% - 15.6%)
Valparaíso;2020-04-26;   460;   9;0,032520325;1,414253e-02;0,063069994;0,073198843;0,0322180125;0,13950089;3.25% (1.41% - 6.31%);7.32% (3.22% - 14%)
Valparaíso;2020-04-27;   485;   9;0,029520295;1,282917e-02;0,057335911;0,065885308;0,0289740188;0,12612044;2.95% (1.28% - 5.73%);6.59% (2.9% - 12.6%)
Valparaíso;2020-04-28;   493;  10;0,032258065;1,485449e-02;0,060350572;0,067377559;0,0311694317;0,12366945;3.23% (1.49% - 6.04%);6.74% (3.12% - 12.4%)
Valparaíso;2020-04-29;   526;  12;0,035256410;1,772886e-02;0,062206686;0,075420845;0,0382095564;0,13080877;3.53% (1.77% - 6.22%);7.54% (3.82% - 13.1%)
Valparaíso;2020-04-30;   559;  12;0,031884058;1,602175e-02;0,056332255;0,069460910;0,0352643158;0,12115415;3.19% (1.6% - 5.63%);6.95% (3.53% - 12.1%)
Valparaíso;2020-05-01;   568;  12;0,031073446;1,561178e-02;0,054917832;0,064164181;0,0325466116;0,11218314;3.11% (1.56% - 5.49%);6.42% (3.25% - 11.2%)
Valparaíso;2020-05-02;   614;  13;0,030000000;1,559555e-02;0,051817215;0,064739981;0,0339628942;0,11056404;3% (1.56% - 5.18%);6.47% (3.4% - 11.1%)
Valparaíso;2020-05-03;   638;  13;0,028301887;1,470770e-02;0,048915485;0,059932633;0,0313839539;0,10246183;2.83% (1.47% - 4.89%);5.99% (3.14% - 10.2%)
Valparaíso;2020-05-04;   656;  13;0,027149321;1,410544e-02;0,046943844;0,055493677;0,0290324848;0,09503288;2.71% (1.41% - 4.69%);5.55% (2.9% - 9.5%)
Valparaíso;2020-05-05;   687;  15;0,029598309;1,627419e-02;0,049162649;0,059970639;0,0332354257;0,09875964;2.96% (1.63% - 4.92%);6% (3.32% - 9.88%)
Valparaíso;2020-05-06;   716;  16;0,029880478;1,681833e-02;0,048804928;0,059595477;0,0336942755;0,09627591;2.99% (1.68% - 4.88%);5.96% (3.37% - 9.63%)
Valparaíso;2020-05-07;   781;  17;0,028218695;1,621361e-02;0,045421669;0,059061706;0,0341198356;0,09410926;2.82% (1.62% - 4.54%);5.91% (3.41% - 9.41%)
Valparaíso;2020-05-08;   828;  18;0,027687296;1,620980e-02;0,043960800;0,058373622;0,0343960430;0,09188908;2.77% (1.62% - 4.4%);5.84% (3.44% - 9.19%)
Valparaíso;2020-05-09;   878;  19;0,027108434;1,614358e-02;0,042505569;0,057472925;0,0344353625;0,08936669;2.71% (1.61% - 4.25%);5.75% (3.44% - 8.94%)
Valparaíso;2020-05-10;   933;  20;0,026425591;1,598325e-02;0,040960214;0,056339156;0,0342819704;0,08664617;2.64% (1.6% - 4.1%);5.63% (3.43% - 8.66%)
Valparaíso;2020-05-11;   970;  21;0,026455026;1,623264e-02;0,040562988;0,055000701;0,0338812108;0,08358505;2.65% (1.62% - 4.06%);5.5% (3.39% - 8.36%)
Valparaíso;2020-05-12;  1029;  23;0,026993865;1,699253e-02;0,040585001;0,056065489;0,0355021376;0,08373983;2.7% (1.7% - 4.06%);5.61% (3.55% - 8.37%)
Valparaíso;2020-05-13;  1123;  24;0,025302530;1,610572e-02;0,037725395;0,054324456;0,0347766860;0,08047249;2.53% (1.61% - 3.77%);5.43% (3.48% - 8.05%)
Valparaíso;2020-05-14;  1213;  25;0,024024024;1,545189e-02;0,035535964;0,052549910;0,0339344341;0,07713510;2.4% (1.55% - 3.55%);5.25% (3.39% - 7.71%)
Valparaíso;2020-05-15;  1312;  27;0,023679417;1,552514e-02;0,034504346;0,052735230;0,0347360218;0,07632167;2.37% (1.55% - 3.45%);5.27% (3.47% - 7.63%)
Valparaíso;2020-05-16;  1365;  28;0,023457863;1,551446e-02;0,033947471;0,050645506;0,0336449008;0,07284970;2.35% (1.55% - 3.39%);5.06% (3.36% - 7.28%)
Valparaíso;2020-05-17;  1474;  29;0,022222222;1,481609e-02;0,031958080;0,048495115;0,0324845096;0,06937373;2.22% (1.48% - 3.2%);4.85% (3.25% - 6.94%)
Valparaíso;2020-05-18;  1553;  30;0,021657954;1,455150e-02;0,030957225;0,046351031;0,0312413611;0,06585658;2.17% (1.46% - 3.1%);4.64% (3.12% - 6.59%)
Valparaíso;2020-05-19;  1639;  32;0,021754386;1,482776e-02;0,030737440;0,045730839;0,0312745300;0,06427459;2.18% (1.48% - 3.07%);4.57% (3.13% - 6.43%)
Valparaíso;2020-05-20;  1770;  35;0,021850900;1,517871e-02;0,030401559;0,046331007;0,0322890500;0,06413092;2.19% (1.52% - 3.04%);4.63% (3.23% - 6.41%)
Valparaíso;2020-05-21;  1887;  38;0,022115959;1,561834e-02;0,030356072;0,046628574;0,0330193252;0,06366197;2.21% (1.56% - 3.04%);4.66% (3.3% - 6.37%)
Valparaíso;2020-05-22;  2020;  40;0,021594684;1,539991e-02;0,029403358;0,045494417;0,0325573224;0,06168800;2.16% (1.54% - 2.94%);4.55% (3.26% - 6.17%)
Valparaíso;2020-05-23;  2116;  44;0,022607781;1,640853e-02;0,030332749;0,046457198;0,0338068362;0,06204247;2.26% (1.64% - 3.03%);4.65% (3.38% - 6.2%)
Valparaíso;2020-05-24;  2230;  48;0,023313492;1,717898e-02;0,030882458;0,047058088;0,0347700371;0,06207421;2.33% (1.72% - 3.09%);4.71% (3.48% - 6.21%)
Valparaíso;2020-05-25;  2305;  53;0,024868484;1,862745e-02;0,032485015;0,048304731;0,0363004327;0,06289457;2.49% (1.86% - 3.25%);4.83% (3.63% - 6.29%)
Valparaíso;2020-05-26;  2455;  57;0,024988844;1,893024e-02;0,032328602;0,048354177;0,0367336556;0,06234195;2.5% (1.89% - 3.23%);4.84% (3.67% - 6.23%)
Valparaíso;2020-05-27;  2576;  58;0,024132091;1,832745e-02;0,031154014;0,045860054;0,0349135259;0,05900742;2.41% (1.83% - 3.12%);4.59% (3.49% - 5.9%)
Valparaíso;2020-05-28;  2730;  60;0,023449921;1,789796e-02;0,030145511;0,044333511;0,0339125900;0,05680951;2.34% (1.79% - 3.01%);4.43% (3.39% - 5.68%)
Valparaíso;2020-05-29;  2842;  61;0,022831050;1,746663e-02;0,029291416;0,042189950;0,0323502774;0,05398103;2.28% (1.75% - 2.93%);4.22% (3.24% - 5.4%)
Valparaíso;2020-05-30;  3037;  63;0,021962451;1,687894e-02;0,028067414;0,040864978;0,0314758847;0,05208994;2.2% (1.69% - 2.81%);4.09% (3.15% - 5.21%)
Valparaíso;2020-05-31;  3167;  66;0,022011514;1,702811e-02;0,027970416;0,040217709;0,0311777598;0,05098238;2.2% (1.7% - 2.8%);4.02% (3.12% - 5.1%)
Valparaíso;2020-06-01;  3348;  70;0,022016592;1,716963e-02;0,027781674;0,040123149;0,0313444763;0,05049759;2.2% (1.72% - 2.78%);4.01% (3.13% - 5.05%)
Valparaíso;2020-06-02;  3595;  72;0,020999704;1,643647e-02;0,026415340;0,038840676;0,0304568383;0,04874152;2.1% (1.64% - 2.64%);3.88% (3.05% - 4.87%)
Valparaíso;2020-06-03;  3769;  77;0,021378340;1,687977e-02;0,026685958;0,039140684;0,0309554507;0,04874046;2.14% (1.69% - 2.67%);3.91% (3.1% - 4.87%)
Valparaíso;2020-06-04;  4017;  78;0,020247173;1,601097e-02;0,025241284;0,037340636;0,0295802210;0,04645256;2.02% (1.6% - 2.52%);3.73% (2.96% - 4.65%)
Valparaíso;2020-06-05;  4266;  88;0,021470879;1,723216e-02;0,026417625;0,039727903;0,0319389895;0,04877313;2.15% (1.72% - 2.64%);3.97% (3.19% - 4.88%)
Valparaíso;2020-06-06;  4580;  91;0,020613834;1,660773e-02;0,025277846;0,038693850;0,0312263904;0,04734806;2.06% (1.66% - 2.53%);3.87% (3.12% - 4.73%)
Valparaíso;2020-06-07;  4862;  83;0,019363167;1,559830e-02;0,023747641;0,036416359;0,0293877091;0,04458144;1.94% (1.56% - 2.37%);3.64% (2.94% - 4.46%)
Valparaíso;2020-06-08;  5149;  85;0,018642351;1,505415e-02;0,022814786;0,035011204;0,0283124921;0,04276257;1.86% (1.51% - 2.28%);3.5% (2.83% - 4.28%)
Valparaíso;2020-06-09;  5391;  85;0,017770910;1,434929e-02;0,021750467;0,032906822;0,0266060941;0,04020286;1.78% (1.43% - 2.18%);3.29% (2.66% - 4.02%)
Valparaíso;2020-06-10;  5614;  99;0,019629630;1,609841e-02;0,023692494;0,035624968;0,0292614559;0,04293194;1.96% (1.61% - 2.37%);3.56% (2.93% - 4.29%)
Valparaíso;2020-06-11;  5865; 107;0,020173421;1,666868e-02;0,024185056;0,036014054;0,0298012289;0,04311189;2.02% (1.67% - 2.42%);3.6% (2.98% - 4.31%)
Valparaíso;2020-06-12;  6171; 118;0,020983717;1,749610e-02;0,024950740;0,037160039;0,0310229075;0,04411370;2.1% (1.75% - 2.5%);3.72% (3.1% - 4.41%)
Valparaíso;2020-06-13;  6527; 120;0,020117218;1,679772e-02;0,023889808;0,035580932;0,0297495201;0,04219453;2.01% (1.68% - 2.39%);3.56% (2.97% - 4.22%)
Valparaíso;2020-06-14;  6758; 125;0,020171149;1,690371e-02;0,023875402;0,034901839;0,0292825875;0,04125440;2.02% (1.69% - 2.39%);3.49% (2.93% - 4.13%)
Valparaíso;2020-06-15;  7012; 126;0,019564578;1,640603e-02;0,023144099;0,033228542;0,0278911373;0,03925365;1.96% (1.64% - 2.31%);3.32% (2.79% - 3.93%)
Valparaíso;2020-06-16;  7262; 126;0,018870602;1,582323e-02;0,022324600;0,031439988;0,0263906621;0,03715335;1.89% (1.58% - 2.23%);3.14% (2.64% - 3.72%)
Valparaíso;2020-06-17;  8253; 141;0,018410250;1,558503e-02;0,021591799;0,033156010;0,0280973663;0,03883297;1.84% (1.56% - 2.16%);3.32% (2.81% - 3.88%)
Valparaíso;2020-06-18;  8473; 143;0,018162005;1,539249e-02;0,021278482;0,031878670;0,0270470789;0,03730660;1.82% (1.54% - 2.13%);3.19% (2.7% - 3.73%)
Valparaíso;2020-06-19;  8758; 150;0,018375468;1,563431e-02;0,021451663;0,031634268;0,0269411283;0,03688799;1.84% (1.56% - 2.15%);3.16% (2.69% - 3.69%)
Valparaíso;2020-06-20;  9014; 158;0,018750000;1,601940e-02;0,021805439;0,031496265;0,0269324054;0,03658792;1.88% (1.6% - 2.18%);3.15% (2.69% - 3.66%)
Valparaíso;2020-06-21;  9298; 170;0,019484808;1,674228e-02;0,022541268;0,032014363;0,0275309340;0,03699747;1.95% (1.67% - 2.25%);3.2% (2.75% - 3.7%)
