date;week;region;Mean(R);Quantile.0.025(R);Quantile.0.975(R)
2020-03-21;12;Tarapacá; 4,9806529;0,12531509;18,090090
2020-03-22;12;Tarapacá; 5,0254196;0,13038890;18,358072
2020-03-23;13;Tarapacá; 5,0324970;0,13197566;18,910731
2020-03-24;13;Tarapacá; 5,0097270;0,12984472;18,835969
2020-03-25;13;Tarapacá; 5,0147812;0,13124595;18,394820
2020-03-26;13;Tarapacá; 4,9847351;0,12821535;18,444443
2020-03-27;13;Tarapacá; 5,0386358;0,12387591;18,802469
2020-03-28;13;Tarapacá; 4,9890574;0,12551040;18,434235
2020-03-29;13;Tarapacá; 5,0121668;0,12957608;18,547144
2020-03-30;14;Tarapacá; 4,9415173;0,12466723;18,144803
2020-03-31;14;Tarapacá;10,0062246;1,21048389;28,046666
2020-04-01;14;Tarapacá; 6,7012640;0,73026278;20,570523
2020-04-02;14;Tarapacá; 4,3496692;0,45773231;13,687823
2020-04-03;14;Tarapacá; 3,2826429;0,37034118; 9,865813
2020-04-04;14;Tarapacá; 2,6759426;0,31108463; 7,742121
2020-04-05;14;Tarapacá; 2,3710105;0,27115417; 6,715455
2020-04-06;15;Tarapacá; 2,1447301;0,27052550; 6,042486
2020-04-07;15;Tarapacá; 1,9938233;0,23399959; 5,604648
2020-04-08;15;Tarapacá; 1,9023995;0,23399106; 5,207464
2020-04-09;15;Tarapacá; 1,8458237;0,21689232; 5,175982
2020-04-10;15;Tarapacá; 1,8119563;0,21548346; 5,043431
2020-04-11;15;Tarapacá; 1,7562899;0,20876254; 4,916272
2020-04-12;15;Tarapacá; 1,7428287;0,21486739; 4,813266
2020-04-13;16;Tarapacá; 1,7184407;0,20326443; 4,827431
2020-04-14;16;Tarapacá; 0,8602166;0,02209268; 3,191688
2020-04-15;16;Tarapacá; 0,9616254;0,02272164; 3,573922
2020-04-16;16;Tarapacá; 1,1972414;0,02827874; 4,501815
2020-04-17;16;Tarapacá; 1,4347715;0,03295779; 5,516125
2020-04-18;16;Tarapacá; 1,6735078;0,04066640; 6,365088
2020-04-19;16;Tarapacá; 1,9811932;0,05080283; 7,657348
2020-04-20;17;Tarapacá; 4,5442128;0,52470930;13,090442
2020-04-21;17;Tarapacá; 3,8568818;0,45938596;10,949536
2020-04-22;17;Tarapacá; 6,2898857;1,62760191;14,512234
2020-04-23;17;Tarapacá; 4,3425969;0,98325409;11,203685
2020-04-24;17;Tarapacá; 2,9833334;0,69372485; 7,814988
2020-04-25;17;Tarapacá; 2,3195367;0,58399094; 5,586702
2020-04-26;17;Tarapacá; 1,9432130;0,51633975; 4,519579
2020-04-27;18;Tarapacá; 2,1505233;0,66704831; 4,591210
2020-04-28;18;Tarapacá; 1,8803571;0,59492422; 3,959810
2020-04-29;18;Tarapacá; 2,3471754;0,91113776; 4,463518
2020-04-30;18;Tarapacá; 2,0083127;0,77602436; 3,883935
2020-05-01;18;Tarapacá; 1,9790865;0,82201662; 3,700999
2020-05-02;18;Tarapacá; 2,3962387;1,14239057; 4,214932
2020-05-03;18;Tarapacá; 2,1873708;1,05568970; 3,813473
2020-05-04;19;Tarapacá; 1,9837842;0,97588305; 3,443140
2020-05-05;19;Tarapacá; 2,2301927;1,21240293; 3,662372
2020-05-06;19;Tarapacá; 1,9887143;1,09214225; 3,250886
2020-05-07;19;Tarapacá; 1,7855242;0,99936446; 2,887455
2020-05-08;19;Tarapacá; 1,6409907;0,94669827; 2,599755
2020-05-09;19;Tarapacá; 1,8376421;1,13456073; 2,764762
2020-05-10;19;Tarapacá; 1,6187609;0,99043807; 2,434259
2020-05-11;20;Tarapacá; 1,3912049;0,86296725; 2,084117
2020-05-12;20;Tarapacá; 1,3943205;0,88823169; 2,031059
2020-05-13;20;Tarapacá; 1,4531054;0,94992140; 2,064570
2020-05-14;20;Tarapacá; 1,3520982;0,88780731; 1,930764
2020-05-15;20;Tarapacá; 1,2204093;0,79566689; 1,741150
2020-05-16;20;Tarapacá; 1,5023780;1,03960852; 2,050984
2020-05-17;20;Tarapacá; 1,3604102;0,92507003; 1,895242
2020-05-18;21;Tarapacá; 1,2696129;0,87106410; 1,756750
2020-05-19;21;Tarapacá; 1,2084268;0,82871019; 1,661293
2020-05-20;21;Tarapacá; 1,2632312;0,88575246; 1,710560
2020-05-21;21;Tarapacá; 1,1766132;0,82306477; 1,593604
2020-05-22;21;Tarapacá; 1,1044258;0,77111834; 1,503513
2020-05-23;21;Tarapacá; 1,2036974;0,85791945; 1,608862
2020-05-24;21;Tarapacá; 1,1982650;0,85891898; 1,598990
2020-05-25;22;Tarapacá; 1,2417014;0,89932237; 1,637973
2020-05-26;22;Tarapacá; 1,3580512;1,00117906; 1,767703
