date;ss;codigo_ss;Mean(R);Quantile.0.025(R);Quantile.0.975(R)
2020-03-29;Aconcagua; 8; 4,9863805; 0,129858352;18,2705952
2020-03-30;Aconcagua; 8; 5,0300000; 0,122171348;18,3082085
2020-03-31;Aconcagua; 8; 5,0195120; 0,131267205;18,3589846
2020-04-01;Aconcagua; 8;49,9704623;24,235935779;85,2241655
2020-04-02;Aconcagua; 8;14,1186341; 2,410531775;47,7589718
2020-04-03;Aconcagua; 8; 6,7903408; 2,020045772;21,6070819
2020-04-04;Aconcagua; 8; 3,5797644; 1,341644938; 9,0279663
2020-04-05;Aconcagua; 8; 2,3837787; 1,059905224; 5,0053162
2020-04-06;Aconcagua; 8; 1,9781611; 1,000305671; 3,5757308
2020-04-07;Aconcagua; 8; 1,9670466; 1,099399070; 3,2272455
2020-04-08;Aconcagua; 8; 1,9571483; 1,145096993; 3,0734643
2020-04-09;Aconcagua; 8; 1,6845739; 1,000773978; 2,6195528
2020-04-10;Aconcagua; 8; 1,6154001; 0,993061964; 2,4263519
2020-04-11;Aconcagua; 8; 1,4577178; 0,905096648; 2,1649322
2020-04-12;Aconcagua; 8; 1,3373349; 0,838093721; 1,9736462
2020-04-13;Aconcagua; 8; 1,2567845; 0,789976857; 1,8349458
2020-04-14;Aconcagua; 8; 1,1994717; 0,763133190; 1,7444037
2020-04-15;Aconcagua; 8; 0,8198277; 0,475614597; 1,2706804
2020-04-16;Aconcagua; 8; 0,8781631; 0,520258166; 1,3290092
2020-04-17;Aconcagua; 8; 0,8072035; 0,454899821; 1,2578569
2020-04-18;Aconcagua; 8; 0,8947935; 0,517002141; 1,3777203
2020-04-19;Aconcagua; 8; 1,1454793; 0,701121332; 1,6994849
2020-04-20;Aconcagua; 8; 1,0880123; 0,667585294; 1,6190906
2020-04-21;Aconcagua; 8; 0,9163092; 0,535533563; 1,4005277
2020-04-22;Aconcagua; 8; 0,8183092; 0,461494106; 1,2768811
2020-04-23;Aconcagua; 8; 0,8517709; 0,479032916; 1,3425574
2020-04-24;Aconcagua; 8; 0,7666586; 0,408845165; 1,2294003
2020-04-25;Aconcagua; 8; 0,8718196; 0,471687418; 1,3910710
2020-04-26;Aconcagua; 8; 0,9138816; 0,495717211; 1,4649986
2020-04-27;Aconcagua; 8; 1,0734171; 0,605974665; 1,6635178
2020-04-28;Aconcagua; 8; 1,1502783; 0,667231598; 1,7661613
2020-04-29;Aconcagua; 8; 1,4741768; 0,930021297; 2,1487588
2020-04-30;Aconcagua; 8; 1,9063323; 1,265290821; 2,6719866
2020-05-01;Aconcagua; 8; 1,6439161; 1,042859390; 2,3881541
2020-05-02;Aconcagua; 8; 1,5677179; 1,008814942; 2,2826775
2020-05-03;Aconcagua; 8; 1,2853122; 0,817941535; 1,8801542
2020-05-04;Aconcagua; 8; 1,2038824; 0,782611103; 1,7297821
2020-05-05;Aconcagua; 8; 1,3214391; 0,895238018; 1,8345769
2020-05-06;Aconcagua; 8; 1,2949559; 0,880347022; 1,7821022
2020-05-07;Aconcagua; 8; 1,5277046; 1,084563985; 2,0532145
2020-05-08;Aconcagua; 8; 1,6289549; 1,166712848; 2,1707028
2020-05-09;Aconcagua; 8; 1,7283428; 1,245264501; 2,3013824
2020-05-10;Aconcagua; 8; 1,8810034; 1,366517028; 2,5045223
2020-05-11;Aconcagua; 8; 1,7180640; 1,228722841; 2,3173897
2020-05-12;Aconcagua; 8; 1,5782289; 1,141774178; 2,1269641
2020-05-13;Aconcagua; 8; 1,4377208; 1,067721319; 1,9056936
2020-05-14;Aconcagua; 8; 1,2108693; 0,899112626; 1,5902953
2020-05-15;Aconcagua; 8; 1,2972821; 0,999720196; 1,6427325
2020-05-16;Aconcagua; 8; 1,2831846; 1,002490307; 1,6051649
2020-05-17;Aconcagua; 8; 1,3675538; 1,081186349; 1,6913407
2020-05-18;Aconcagua; 8; 1,4165148; 1,125973875; 1,7424082
