date;ss;codigo_ss;Mean(R);Quantile.0.025(R);Quantile.0.975(R)
2020-03-29;Aconcagua; 8; 5,05169330; 0,120285575;18,8610460
2020-03-30;Aconcagua; 8; 4,98184784; 0,138248379;18,2028231
2020-03-31;Aconcagua; 8; 4,99366416; 0,121223862;18,5592994
2020-04-01;Aconcagua; 8;50,00574743;24,095912183;85,6071291
2020-04-02;Aconcagua; 8;13,79627281; 2,413759629;46,4187446
2020-04-03;Aconcagua; 8; 6,60642925; 1,975261824;20,3460125
2020-04-04;Aconcagua; 8; 3,52140393; 1,328239132; 8,7911600
2020-04-05;Aconcagua; 8; 2,34856533; 1,050350239; 4,8545176
2020-04-06;Aconcagua; 8; 1,95615727; 0,999490592; 3,5167085
2020-04-07;Aconcagua; 8; 1,95305049; 1,096933015; 3,2148155
2020-04-08;Aconcagua; 8; 1,94749881; 1,139202739; 3,0514416
2020-04-09;Aconcagua; 8; 1,67807174; 0,992810201; 2,6057459
2020-04-10;Aconcagua; 8; 1,61912567; 0,991466069; 2,4564775
2020-04-11;Aconcagua; 8; 1,45295576; 0,897836288; 2,1768017
2020-04-12;Aconcagua; 8; 1,33293749; 0,838875981; 1,9649458
2020-04-13;Aconcagua; 8; 1,25371943; 0,787620970; 1,8404607
2020-04-14;Aconcagua; 8; 1,19602114; 0,757011865; 1,7357737
2020-04-15;Aconcagua; 8; 0,81436207; 0,475477286; 1,2489744
2020-04-16;Aconcagua; 8; 0,88040108; 0,518738669; 1,3374577
2020-04-17;Aconcagua; 8; 0,80803222; 0,457859551; 1,2519128
2020-04-18;Aconcagua; 8; 0,89374757; 0,513244181; 1,3820677
2020-04-19;Aconcagua; 8; 1,14694141; 0,699601960; 1,7077485
2020-04-20;Aconcagua; 8; 1,08883038; 0,666226416; 1,6103056
2020-04-21;Aconcagua; 8; 0,91388451; 0,531700185; 1,3944679
2020-04-22;Aconcagua; 8; 0,81814956; 0,456963728; 1,2855403
2020-04-23;Aconcagua; 8; 0,85343069; 0,477412894; 1,3422966
2020-04-24;Aconcagua; 8; 0,76921664; 0,408052782; 1,2515139
2020-04-25;Aconcagua; 8; 0,87260356; 0,473604746; 1,3990837
2020-04-26;Aconcagua; 8; 0,91205585; 0,494870744; 1,4627928
2020-04-27;Aconcagua; 8; 1,07758868; 0,612986058; 1,6696232
2020-04-28;Aconcagua; 8; 1,15123371; 0,665300294; 1,7652002
2020-04-29;Aconcagua; 8; 1,47446364; 0,916961775; 2,1591592
2020-04-30;Aconcagua; 8; 1,90948536; 1,272126468; 2,6790411
2020-05-01;Aconcagua; 8; 1,63543348; 1,040385535; 2,3816048
2020-05-02;Aconcagua; 8; 1,55879146; 1,004086695; 2,2548017
2020-05-03;Aconcagua; 8; 1,28177357; 0,816822083; 1,8685383
2020-05-04;Aconcagua; 8; 1,20305724; 0,790514937; 1,7288319
2020-05-05;Aconcagua; 8; 1,31768030; 0,891919533; 1,8338437
2020-05-06;Aconcagua; 8; 1,29461600; 0,881618986; 1,7891196
2020-05-07;Aconcagua; 8; 1,52740009; 1,085043727; 2,0418181
2020-05-08;Aconcagua; 8; 1,62468376; 1,161669965; 2,1750002
2020-05-09;Aconcagua; 8; 1,71967742; 1,241689060; 2,2920410
2020-05-10;Aconcagua; 8; 1,87208689; 1,357085599; 2,4956303
2020-05-11;Aconcagua; 8; 1,70951428; 1,224600395; 2,3089746
2020-05-12;Aconcagua; 8; 1,57117901; 1,136923782; 2,1295618
2020-05-13;Aconcagua; 8; 1,43191793; 1,057569842; 1,9049438
2020-05-14;Aconcagua; 8; 1,20774879; 0,897971418; 1,5863080
2020-05-15;Aconcagua; 8; 1,29429149; 1,002599654; 1,6328328
2020-05-16;Aconcagua; 8; 1,28074163; 0,998123029; 1,6060769
2020-05-17;Aconcagua; 8; 1,36614454; 1,080992201; 1,6910483
2020-05-18;Aconcagua; 8; 1,41451030; 1,123041445; 1,7513115
2020-05-19;Aconcagua; 8; 1,54218420; 1,239489522; 1,8887555
2020-05-20;Aconcagua; 8; 1,81801035; 1,457629922; 2,2228454
2020-05-21;Aconcagua; 8; 1,82533673; 1,412016018; 2,2891838
2020-05-22;Aconcagua; 8; 1,89401510; 1,459149795; 2,4210867
2020-05-23;Aconcagua; 8; 1,73199921; 1,315862204; 2,2466423
2020-05-24;Aconcagua; 8; 1,60058321; 1,244760105; 2,0587210
2020-05-25;Aconcagua; 8; 1,48746569; 1,186387374; 1,8758178
2020-05-26;Aconcagua; 8; 1,50840997; 1,237399779; 1,8572686
2020-05-27;Aconcagua; 8; 1,47196528; 1,217987348; 1,7859740
2020-05-28;Aconcagua; 8; 1,48456556; 1,240279674; 1,7791039
2020-05-29;Aconcagua; 8; 1,41518832; 1,182896221; 1,6891894
2020-05-30;Aconcagua; 8; 1,37139367; 1,157272629; 1,6247072
2020-05-31;Aconcagua; 8; 1,28434257; 1,097737243; 1,5060079
2020-06-01;Aconcagua; 8; 1,25444556; 1,085737795; 1,4514531
2020-06-02;Aconcagua; 8; 1,29243539; 1,131168255; 1,4753140
2020-06-03;Aconcagua; 8; 1,22831079; 1,074789323; 1,4018013
2020-06-04;Aconcagua; 8; 1,22440954; 1,079580293; 1,3854852
