date;week;region;Mean(R);Quantile.0.025(R);Quantile.0.975(R)
2020-03-17;12;Chile; 4,0111042;2,111976697; 6,9847160
2020-03-18;12;Chile; 3,1388198;1,735559460; 5,6334029
2020-03-19;12;Chile; 3,2415427;1,990222464; 5,5211578
2020-03-20;12;Chile; 3,0075277;1,846090783; 4,9556294
2020-03-21;12;Chile; 2,7486741;1,742694151; 4,3967274
2020-03-22;12;Chile; 2,4585434;1,619580160; 3,8159620
2020-03-23;13;Chile; 2,2715411;1,565921632; 3,3852584
2020-03-24;13;Chile; 2,2734875;1,623091615; 3,2618337
2020-03-25;13;Chile; 2,2876682;1,644655377; 3,2085056
2020-03-26;13;Chile; 2,1175390;1,522293476; 2,9452551
2020-03-27;13;Chile; 2,1529818;1,590070714; 2,9521669
2020-03-28;13;Chile; 2,1047927;1,553075149; 2,8587072
2020-03-29;13;Chile; 1,9543955;1,451885563; 2,6388607
2020-03-30;14;Chile; 1,8357498;1,403060343; 2,4417528
2020-03-31;14;Chile; 1,7477841;1,370224903; 2,2651334
2020-04-01;14;Chile; 1,6801187;1,346367933; 2,1313110
2020-04-02;14;Chile; 1,6262782;1,326520315; 2,0227839
2020-04-03;14;Chile; 1,5628038;1,294409631; 1,9107643
2020-04-04;14;Chile; 1,5436845;1,297956315; 1,8593646
2020-04-05;14;Chile; 1,4790789;1,252267838; 1,7605153
2020-04-06;15;Chile; 1,4301951;1,229638854; 1,6823132
2020-04-07;15;Chile; 1,3572845;1,182967911; 1,5752626
2020-04-08;15;Chile; 1,3262304;1,177855751; 1,5134123
2020-04-09;15;Chile; 1,3184728;1,183602434; 1,4856939
2020-04-10;15;Chile; 1,2998403;1,172782674; 1,4510125
2020-04-11;15;Chile; 1,2579460;1,140289545; 1,3955358
2020-04-12;15;Chile; 1,2076760;1,105895828; 1,3295862
2020-04-13;16;Chile; 1,1567387;1,072905473; 1,2593384
2020-04-14;16;Chile; 1,1405485;1,072749065; 1,2266018
2020-04-15;16;Chile; 1,1212720;1,061009427; 1,1938321
2020-04-16;16;Chile; 1,1265029;1,073133947; 1,1896334
2020-04-17;16;Chile; 1,1216519;1,069270849; 1,1800934
2020-04-18;16;Chile; 1,1053287;1,054658029; 1,1612767
2020-04-19;16;Chile; 1,0908127;1,044265205; 1,1426733
2020-04-20;17;Chile; 1,0847812;1,041165512; 1,1328112
2020-04-21;17;Chile; 1,0704631;1,030259529; 1,1148549
2020-04-22;17;Chile; 1,0609648;1,024080894; 1,1017525
2020-04-23;17;Chile; 1,0640091;1,028972358; 1,1020503
2020-04-24;17;Chile; 1,0442474;1,010551306; 1,0802062
2020-04-25;17;Chile; 1,0562053;1,024278436; 1,0901308
2020-04-26;17;Chile; 1,0779677;1,045867622; 1,1115226
2020-04-27;18;Chile; 1,0924332;1,056537071; 1,1284307
2020-04-28;18;Chile; 1,1012276;1,061076975; 1,1409626
2020-04-29;18;Chile; 1,1496798;1,104348420; 1,1946439
2020-04-30;18;Chile; 1,1780356;1,119394557; 1,2322462
2020-05-01;18;Chile; 1,2258534;1,152868808; 1,2942202
2020-05-02;18;Chile; 1,3216842;1,226102764; 1,4100727
2020-05-03;18;Chile; 1,3766448;1,243426118; 1,4972264
2020-05-04;19;Chile; 1,3640525;1,209959650; 1,5143772
2020-05-05;19;Chile; 1,3990626;1,241417278; 1,5710552
2020-05-06;19;Chile; 1,3690594;1,204804420; 1,5495475
2020-05-07;19;Chile; 1,3867802;1,228311294; 1,5719665
2020-05-08;19;Chile; 1,3830625;1,221882039; 1,5671238
2020-05-09;19;Chile; 1,3530702;1,195841301; 1,5325610
2020-05-10;19;Chile; 1,3678960;1,218679176; 1,5439507
2020-05-11;20;Chile; 1,3370252;1,189024581; 1,5061121
2020-05-12;20;Chile; 1,3379307;1,198737040; 1,5018639
2020-05-13;20;Chile; 1,3926306;1,249548080; 1,5579130
2020-05-14;20;Chile; 1,4180456;1,256367603; 1,5918825
2020-05-15;20;Chile; 1,4095234;1,238589383; 1,5940193
2020-05-16;20;Chile; 1,3329941;1,172165835; 1,5132171
2020-05-17;20;Chile; 1,3078425;1,169578784; 1,4756946
2020-05-18;21;Chile; 1,2982030;1,173457628; 1,4502278
2020-05-19;21;Chile; 1,3318927;1,209849280; 1,4779706
2020-05-20;21;Chile; 1,3898420;1,252644393; 1,5402762
2020-05-21;21;Chile; 1,3998412;1,242989557; 1,5631523
2020-05-22;21;Chile; 1,4143913;1,248797130; 1,5910972
2020-05-23;21;Chile; 1,3950947;1,225860320; 1,5791634
2020-05-24;21;Chile; 1,3651955;1,204581973; 1,5486542
2020-05-25;22;Chile; 1,3899327;1,235875801; 1,5714631
2020-05-26;22;Chile; 1,3621325;1,205458736; 1,5387511
2020-05-27;22;Chile; 1,3164765;1,172790546; 1,4838111
2020-05-28;22;Chile; 1,2883170;1,161034832; 1,4421292
2020-05-29;22;Chile; 1,2463085;1,134014525; 1,3834577
