date;week;region;Mean(R);Quantile.0.025(R);Quantile.0.975(R)
2020-03-17;12;Chile; 3,9773330;2,103284635; 6,9690711
2020-03-18;12;Chile; 3,1188870;1,745999178; 5,6422325
2020-03-19;12;Chile; 3,2229710;1,990303983; 5,5446809
2020-03-20;12;Chile; 2,9887099;1,842792241; 4,9606785
2020-03-21;12;Chile; 2,7359663;1,745427186; 4,4090254
2020-03-22;12;Chile; 2,4457698;1,617076581; 3,8349072
2020-03-23;13;Chile; 2,2616273;1,565178657; 3,3819557
2020-03-24;13;Chile; 2,2637057;1,625286256; 3,2663129
2020-03-25;13;Chile; 2,2782303;1,643726428; 3,2072221
2020-03-26;13;Chile; 2,1086892;1,517717539; 2,9478553
2020-03-27;13;Chile; 2,1440029;1,590506324; 2,9491995
2020-03-28;13;Chile; 2,0973160;1,552462757; 2,8601980
2020-03-29;13;Chile; 1,9473653;1,453844860; 2,6383321
2020-03-30;14;Chile; 1,8294643;1,402732127; 2,4344769
2020-03-31;14;Chile; 1,7423896;1,375054533; 2,2673977
2020-04-01;14;Chile; 1,6745731;1,348179557; 2,1297496
2020-04-02;14;Chile; 1,6219646;1,329321859; 2,0208853
2020-04-03;14;Chile; 1,5590128;1,296280245; 1,9091622
2020-04-04;14;Chile; 1,5394538;1,298525548; 1,8536729
2020-04-05;14;Chile; 1,4754830;1,252799297; 1,7573195
2020-04-06;15;Chile; 1,4273240;1,230919593; 1,6765896
2020-04-07;15;Chile; 1,3545779;1,183024727; 1,5703609
2020-04-08;15;Chile; 1,3243394;1,178755200; 1,5118394
2020-04-09;15;Chile; 1,3163966;1,184615129; 1,4811899
2020-04-10;15;Chile; 1,2980752;1,172451531; 1,4464636
2020-04-11;15;Chile; 1,2564111;1,141052083; 1,3900278
2020-04-12;15;Chile; 1,2063203;1,106792981; 1,3248497
2020-04-13;16;Chile; 1,1555723;1,073155030; 1,2556238
2020-04-14;16;Chile; 1,1396802;1,072849646; 1,2215937
2020-04-15;16;Chile; 1,1205686;1,062084203; 1,1891854
2020-04-16;16;Chile; 1,1257730;1,072576787; 1,1866836
2020-04-17;16;Chile; 1,1210356;1,069807800; 1,1762921
2020-04-18;16;Chile; 1,1048659;1,055853763; 1,1573706
2020-04-19;16;Chile; 1,0903920;1,044137539; 1,1394156
2020-04-20;17;Chile; 1,0843290;1,041780368; 1,1298862
