date;ss;codigo_ss;Mean(R);Quantile.0.025(R);Quantile.0.975(R)
2020-03-29;Aconcagua; 8; 4,9788585; 0,122683398;18,4204560
2020-03-30;Aconcagua; 8; 5,0293310; 0,125928692;18,6774290
2020-03-31;Aconcagua; 8; 4,9721102; 0,122460939;18,3221664
2020-04-01;Aconcagua; 8;49,8657240;24,092238026;85,6284748
2020-04-02;Aconcagua; 8;13,0989891; 2,255533616;44,2569568
2020-04-03;Aconcagua; 8; 6,3996184; 1,911832188;19,8877174
2020-04-04;Aconcagua; 8; 3,4337529; 1,284428762; 8,5858649
2020-04-05;Aconcagua; 8; 2,3151514; 1,033290357; 4,8162019
2020-04-06;Aconcagua; 8; 1,9352102; 0,985507171; 3,4668573
2020-04-07;Aconcagua; 8; 1,9440303; 1,078327863; 3,2043443
2020-04-08;Aconcagua; 8; 1,9317586; 1,129450468; 3,0408311
2020-04-09;Aconcagua; 8; 1,6600973; 0,983223040; 2,5956441
2020-04-10;Aconcagua; 8; 1,6085663; 0,980383601; 2,4317239
2020-04-11;Aconcagua; 8; 1,4476861; 0,887606796; 2,1620290
2020-04-12;Aconcagua; 8; 1,3305554; 0,831811823; 1,9675266
2020-04-13;Aconcagua; 8; 1,2501633; 0,784725790; 1,8238040
2020-04-14;Aconcagua; 8; 1,1930998; 0,756816986; 1,7388650
2020-04-15;Aconcagua; 8; 0,8173340; 0,475154143; 1,2523665
2020-04-16;Aconcagua; 8; 0,8802766; 0,516349103; 1,3416984
2020-04-17;Aconcagua; 8; 0,8118833; 0,460672881; 1,2676211
2020-04-18;Aconcagua; 8; 0,8975102; 0,516018912; 1,3831408
2020-04-19;Aconcagua; 8; 1,1482646; 0,702022664; 1,7014531
2020-04-20;Aconcagua; 8; 1,0862841; 0,667653954; 1,6187915
2020-04-21;Aconcagua; 8; 0,9115812; 0,530759201; 1,3985561
2020-04-22;Aconcagua; 8; 0,8218231; 0,458358245; 1,2895916
2020-04-23;Aconcagua; 8; 0,8538755; 0,474693124; 1,3470667
2020-04-24;Aconcagua; 8; 0,7721284; 0,409470187; 1,2499900
2020-04-25;Aconcagua; 8; 0,8745669; 0,473880710; 1,3957290
2020-04-26;Aconcagua; 8; 0,9141876; 0,497967273; 1,4654558
2020-04-27;Aconcagua; 8; 1,0785590; 0,604372245; 1,6794703
2020-04-28;Aconcagua; 8; 1,1519823; 0,675892809; 1,7521216
2020-04-29;Aconcagua; 8; 1,4714824; 0,920237667; 2,1538581
2020-04-30;Aconcagua; 8; 1,8981946; 1,272626074; 2,6627082
2020-05-01;Aconcagua; 8; 1,6273531; 1,024884146; 2,3749634
2020-05-02;Aconcagua; 8; 1,5527968; 1,000061740; 2,2604720
2020-05-03;Aconcagua; 8; 1,2745839; 0,817532724; 1,8743821
2020-05-04;Aconcagua; 8; 1,1958973; 0,780345109; 1,7214934
2020-05-05;Aconcagua; 8; 1,3183342; 0,888793368; 1,8389476
2020-05-06;Aconcagua; 8; 1,2914639; 0,875493204; 1,7862130
2020-05-07;Aconcagua; 8; 1,5233393; 1,083503166; 2,0417898
2020-05-08;Aconcagua; 8; 1,6165697; 1,156421537; 2,1639496
2020-05-09;Aconcagua; 8; 1,7131990; 1,228636342; 2,2864904
2020-05-10;Aconcagua; 8; 1,8610535; 1,352135894; 2,4816546
2020-05-11;Aconcagua; 8; 1,6986873; 1,201922826; 2,3000736
2020-05-12;Aconcagua; 8; 1,5606633; 1,129335479; 2,1104328
2020-05-13;Aconcagua; 8; 1,4240763; 1,050882831; 1,9011704
2020-05-14;Aconcagua; 8; 1,2023209; 0,897906357; 1,5752379
2020-05-15;Aconcagua; 8; 1,2939788; 0,998002316; 1,6402771
2020-05-16;Aconcagua; 8; 1,2759710; 0,996785306; 1,6022524
2020-05-17;Aconcagua; 8; 1,3643105; 1,080249339; 1,6890279
2020-05-18;Aconcagua; 8; 1,4106235; 1,120497279; 1,7409597
2020-05-19;Aconcagua; 8; 1,5396155; 1,232310603; 1,8895773
2020-05-20;Aconcagua; 8; 1,8092504; 1,445633784; 2,2173675
2020-05-21;Aconcagua; 8; 1,8141262; 1,402021436; 2,2796844
2020-05-22;Aconcagua; 8; 1,8826778; 1,443125445; 2,4152123
2020-05-23;Aconcagua; 8; 1,7189991; 1,299042848; 2,2280771
2020-05-24;Aconcagua; 8; 1,5914640; 1,236080486; 2,0586573
2020-05-25;Aconcagua; 8; 1,4793534; 1,176485437; 1,8755171
2020-05-26;Aconcagua; 8; 1,5022837; 1,228014192; 1,8493340
2020-05-27;Aconcagua; 8; 1,4669703; 1,208255655; 1,7756991
2020-05-28;Aconcagua; 8; 1,4781596; 1,229644582; 1,7744902
2020-05-29;Aconcagua; 8; 1,4102647; 1,177200506; 1,6847713
2020-05-30;Aconcagua; 8; 1,3664095; 1,152936136; 1,6160727
2020-05-31;Aconcagua; 8; 1,2811514; 1,092792658; 1,5034665
2020-06-01;Aconcagua; 8; 1,2509101; 1,081919593; 1,4514815
2020-06-02;Aconcagua; 8; 1,2890702; 1,127674727; 1,4747244
2020-06-03;Aconcagua; 8; 1,2258191; 1,070470943; 1,3971048
2020-06-04;Aconcagua; 8; 1,2221342; 1,076203952; 1,3852469
2020-06-05;Aconcagua; 8; 1,2119103; 1,072602333; 1,3667920
2020-06-06;Aconcagua; 8; 1,3650245; 1,215884096; 1,5282380
2020-06-07;Aconcagua; 8; 1,4393573; 1,262034842; 1,6235495
2020-06-08;Aconcagua; 8; 1,5102281; 1,302293890; 1,7259376
2020-06-09;Aconcagua; 8; 1,4342042; 1,216737013; 1,6685942
2020-06-10;Aconcagua; 8; 1,3682969; 1,169772065; 1,5993910
2020-06-11;Aconcagua; 8; 1,3202977; 1,144628819; 1,5312368
2020-06-12;Aconcagua; 8; 1,3226436; 1,162705254; 1,5147849
2020-06-13;Aconcagua; 8; 1,3223847; 1,166920131; 1,5036095
2020-06-14;Aconcagua; 8; 1,2872775; 1,139960221; 1,4574520
2020-06-15;Aconcagua; 8; 1,2595132; 1,121652740; 1,4168099
2020-06-16;Aconcagua; 8; 1,2241395; 1,097897879; 1,3682388
2020-06-17;Aconcagua; 8; 1,5069908; 1,368368693; 1,6646072
2020-06-18;Aconcagua; 8; 1,4172292; 1,227170740; 1,5989535
2020-06-19;Aconcagua; 8; 1,3416822; 1,167338342; 1,5346629
2020-06-20;Aconcagua; 8; 1,2377878; 1,092076581; 1,4132400
2020-06-21;Aconcagua; 8; 1,1789569; 1,061129759; 1,3241199
2020-06-22;Aconcagua; 8; 1,1441486; 1,045933171; 1,2615485
2020-06-23;Aconcagua; 8; 1,1390882; 1,052040571; 1,2387500
2020-06-24;Aconcagua; 8; 1,1187469; 1,038201999; 1,2071747
2020-06-25;Aconcagua; 8; 1,0984698; 1,022881980; 1,1800107
2020-06-26;Aconcagua; 8; 1,0752015; 1,004846227; 1,1507814
2020-06-27;Aconcagua; 8; 1,0476887; 0,982338659; 1,1172617
2020-06-28;Aconcagua; 8; 1,0469090; 0,985207346; 1,1123307
2020-03-29;Aisén;25; 5,0674530; 0,127561431;18,7262594
2020-03-30;Aisén;25; 5,0604007; 0,130372722;18,7919123
2020-03-31;Aisén;25; 5,0127476; 0,115624631;18,5764777
2020-04-01;Aisén;25;19,9364943; 5,409894668;43,6172715
2020-04-02;Aisén;25;13,4594018; 2,723048679;36,2182140
2020-04-03;Aisén;25; 6,7862371; 1,593949588;20,7400246
2020-04-04;Aisén;25; 3,6631856; 1,039135217; 9,9724437
2020-04-05;Aisén;25; 2,8426977; 1,015320575; 6,4192191
2020-04-06;Aisén;25; 2,4339072; 0,992096030; 4,9188115
2020-04-07;Aisén;25; 1,9616832; 0,832503148; 3,7599141
2020-04-08;Aisén;25; 1,8525614; 0,839624604; 3,3688984
2020-04-09;Aisén;25; 1,6302483; 0,747877803; 2,8891033
2020-04-10;Aisén;25; 1,4655687; 0,688948135; 2,5860459
2020-04-11;Aisén;25; 1,3528219; 0,635800590; 2,3382276
2020-04-12;Aisén;25; 1,2850524; 0,615212790; 2,2088217
2020-04-13;Aisén;25; 1,3575002; 0,671077700; 2,2862359
2020-04-14;Aisén;25; 1,2934092; 0,640584465; 2,1932794
2020-04-15;Aisén;25; 0,9014499; 0,387560509; 1,6280343
2020-04-16;Aisén;25; 0,6879058; 0,256103403; 1,3271509
2020-04-17;Aisén;25; 0,6101349; 0,195702210; 1,2716332
2020-04-18;Aisén;25; 0,6751995; 0,215108195; 1,4232275
2020-04-19;Aisén;25; 0,5927781; 0,155446181; 1,3328291
2020-04-20;Aisén;25; 0,6570897; 0,173303918; 1,4715831
2020-04-21;Aisén;25; 0,7384591; 0,197918186; 1,6659985
2020-04-22;Aisén;25; 0,6116744; 0,122859895; 1,4998428
2020-04-23;Aisén;25; 0,6803063; 0,140406270; 1,6860295
2020-04-24;Aisén;25; 0,7655162; 0,151890653; 1,8948825
2020-04-25;Aisén;25; 0,8474032; 0,166399643; 2,0663007
2020-04-26;Aisén;25; 0,9313725; 0,190209709; 2,2881844
2020-04-27;Aisén;25; 0,6651374; 0,076872780; 1,8624992
2020-04-28;Aisén;25; 0,7576060; 0,089807594; 2,1589573
2020-04-29;Aisén;25; 0,8477948; 0,101271932; 2,4043758
2020-04-30;Aisén;25; 0,9610527; 0,114130668; 2,7044241
2020-05-01;Aisén;25; 1,0545243; 0,131070587; 2,9609317
2020-05-02;Aisén;25; 1,1506465; 0,140507416; 3,1870007
2020-05-03;Aisén;25; 1,2402649; 0,145554837; 3,4642799
2020-05-04;Aisén;25; 0,6604983; 0,017021291; 2,4260084
2020-05-05;Aisén;25; 0,7664328; 0,019900317; 2,8019774
2020-05-06;Aisén;25; 0,9488918; 0,023271303; 3,5583175
2020-05-07;Aisén;25; 2,2880044; 0,274510532; 6,6921128
2020-05-08;Aisén;25; 2,3005126; 0,278211014; 6,4694047
2020-05-09;Aisén;25; 2,1788310; 0,255709770; 6,1450984
2020-05-10;Aisén;25; 2,0590722; 0,238454845; 5,8228841
2020-05-11;Aisén;25; 1,9672056; 0,234052322; 5,4865916
2020-05-12;Aisén;25; 1,9213564; 0,235042703; 5,3240569
2020-05-13;Aisén;25; 1,8450849; 0,222788245; 5,2349183
2020-05-14;Aisén;25; 1,8020736; 0,217886101; 5,0267979
