date;ss;codigo_ss;Mean(R);Quantile.0.025(R);Quantile.0.975(R)
2020-03-29;Aconcagua; 8; 4,9748906; 0,133525310;18,5879153
2020-03-30;Aconcagua; 8; 5,0596341; 0,129000187;18,7676119
2020-03-31;Aconcagua; 8; 4,9839937; 0,132487308;18,3059160
2020-04-01;Aconcagua; 8;50,2076332;24,199060430;85,5997375
2020-04-02;Aconcagua; 8;12,8979134; 2,278464129;42,2023829
2020-04-03;Aconcagua; 8; 6,2291864; 1,948347747;17,9878350
2020-04-04;Aconcagua; 8; 3,3726304; 1,305769241; 7,8915181
2020-04-05;Aconcagua; 8; 2,2862354; 1,037706326; 4,5831153
2020-04-06;Aconcagua; 8; 1,9244808; 0,983416930; 3,4058144
2020-04-07;Aconcagua; 8; 1,9353036; 1,087601648; 3,1538389
2020-04-08;Aconcagua; 8; 1,9332271; 1,137669072; 3,0237158
2020-04-09;Aconcagua; 8; 1,6656691; 0,985872095; 2,5853249
2020-04-10;Aconcagua; 8; 1,6030519; 0,987901793; 2,4123630
2020-04-11;Aconcagua; 8; 1,4455464; 0,889525473; 2,1560144
2020-04-12;Aconcagua; 8; 1,3266854; 0,827530016; 1,9535445
2020-04-13;Aconcagua; 8; 1,2504817; 0,795241209; 1,8262170
2020-04-14;Aconcagua; 8; 1,1925079; 0,760771351; 1,7400399
2020-04-15;Aconcagua; 8; 0,8151384; 0,471956157; 1,2540102
2020-04-16;Aconcagua; 8; 0,8813445; 0,520170391; 1,3352450
2020-04-17;Aconcagua; 8; 0,8116293; 0,459150660; 1,2652233
2020-04-18;Aconcagua; 8; 0,8951116; 0,517626978; 1,3775741
2020-04-19;Aconcagua; 8; 1,1479768; 0,701522088; 1,7038210
2020-04-20;Aconcagua; 8; 1,0870884; 0,660245842; 1,6158818
2020-04-21;Aconcagua; 8; 0,9139167; 0,529639577; 1,3951919
2020-04-22;Aconcagua; 8; 0,8221163; 0,464040909; 1,2879938
2020-04-23;Aconcagua; 8; 0,8531576; 0,474644929; 1,3417971
2020-04-24;Aconcagua; 8; 0,7687184; 0,408670800; 1,2489464
2020-04-25;Aconcagua; 8; 0,8739141; 0,478157100; 1,3996200
2020-04-26;Aconcagua; 8; 0,9122568; 0,494342546; 1,4560213
2020-04-27;Aconcagua; 8; 1,0766600; 0,607733471; 1,6733843
2020-04-28;Aconcagua; 8; 1,1525903; 0,670993064; 1,7716230
2020-04-29;Aconcagua; 8; 1,4743899; 0,924679764; 2,1557557
2020-04-30;Aconcagua; 8; 1,9022080; 1,262701070; 2,6610302
2020-05-01;Aconcagua; 8; 1,6264367; 1,033412604; 2,3718666
2020-05-02;Aconcagua; 8; 1,5466981; 1,000585595; 2,2392556
2020-05-03;Aconcagua; 8; 1,2743043; 0,813819928; 1,8597771
2020-05-04;Aconcagua; 8; 1,1950920; 0,777841784; 1,7167594
2020-05-05;Aconcagua; 8; 1,3144045; 0,891076573; 1,8329096
2020-05-06;Aconcagua; 8; 1,2929628; 0,880877346; 1,7876576
2020-05-07;Aconcagua; 8; 1,5257474; 1,086602735; 2,0440788
