date;week;region;Mean(R);Quantile.0.025(R);Quantile.0.975(R)
2020-03-21;12;Tarapacá; 4,9099936;0,11767734;18,043591
2020-03-22;12;Tarapacá; 4,9932926;0,12556428;18,402748
2020-03-23;13;Tarapacá; 5,0290476;0,12302655;18,638500
2020-03-24;13;Tarapacá; 4,9891678;0,12097249;18,315009
2020-03-25;13;Tarapacá; 4,9909865;0,12597949;18,419737
2020-03-26;13;Tarapacá; 4,9694434;0,12895933;18,310551
2020-03-27;13;Tarapacá; 4,9975129;0,13520541;18,262001
2020-03-28;13;Tarapacá; 4,9495262;0,13264440;18,227166
2020-03-29;13;Tarapacá; 4,9350109;0,12907579;18,151963
2020-03-30;14;Tarapacá; 4,9923777;0,13527152;18,436559
2020-03-31;14;Tarapacá; 9,9580768;1,22372696;27,908432
2020-04-01;14;Tarapacá; 6,7337952;0,72160065;20,355917
2020-04-02;14;Tarapacá; 4,4270543;0,47206916;13,987098
2020-04-03;14;Tarapacá; 3,3073480;0,36456644; 9,880727
2020-04-04;14;Tarapacá; 2,7108726;0,30574328; 7,854844
2020-04-05;14;Tarapacá; 2,3731300;0,26695233; 6,772741
2020-04-06;15;Tarapacá; 2,1394839;0,26316158; 5,979048
2020-04-07;15;Tarapacá; 2,0126042;0,24518251; 5,587916
2020-04-08;15;Tarapacá; 1,9317379;0,23627385; 5,345152
2020-04-09;15;Tarapacá; 1,8452057;0,22699876; 5,116267
2020-04-10;15;Tarapacá; 1,8105360;0,21908917; 4,999881
2020-04-11;15;Tarapacá; 1,7651831;0,21708685; 4,928287
2020-04-12;15;Tarapacá; 1,7589010;0,21094447; 4,899896
2020-04-13;16;Tarapacá; 1,7247703;0,20598543; 4,798737
2020-04-14;16;Tarapacá; 0,8654909;0,02119614; 3,181574
2020-04-15;16;Tarapacá; 0,9641128;0,02274370; 3,598486
2020-04-16;16;Tarapacá; 1,1718849;0,02744117; 4,382851
2020-04-17;16;Tarapacá; 1,3960358;0,03290970; 5,293551
2020-04-18;16;Tarapacá; 1,6512953;0,03968462; 6,261531
2020-04-19;16;Tarapacá; 1,9385961;0,04592727; 7,392530
2020-04-20;17;Tarapacá; 4,5016827;0,50350789;13,055664
2020-04-21;17;Tarapacá; 3,8823809;0,45639735;10,984662
2020-04-22;17;Tarapacá; 6,3697084;1,61764955;14,788782
2020-04-23;17;Tarapacá; 4,3899629;0,98415342;11,071609
2020-04-24;17;Tarapacá; 3,0259715;0,72489905; 7,716469
2020-04-25;17;Tarapacá; 2,3331412;0,58351225; 5,672562
2020-04-26;17;Tarapacá; 1,9582000;0,51234437; 4,544405
2020-04-27;18;Tarapacá; 2,1497233;0,67139377; 4,516777
2020-04-28;18;Tarapacá; 1,8983597;0,60311663; 4,008846
2020-04-29;18;Tarapacá; 2,3703849;0,91998764; 4,529551
2020-04-30;18;Tarapacá; 2,0283197;0,77259183; 3,976829
2020-05-01;18;Tarapacá; 1,9996538;0,82863597; 3,765862
2020-05-02;18;Tarapacá; 2,4019415;1,15367089; 4,200458
2020-05-03;18;Tarapacá; 2,2044122;1,06609719; 3,834067
2020-05-04;19;Tarapacá; 2,0033088;0,99716321; 3,474528
2020-05-05;19;Tarapacá; 2,2437174;1,22370309; 3,649778
2020-05-06;19;Tarapacá; 2,0051005;1,09660040; 3,258103
2020-05-07;19;Tarapacá; 1,8043439;1,01382565; 2,900633
2020-05-08;19;Tarapacá; 1,6499941;0,95009259; 2,597647
2020-03-21;12;Antofagasta; 1,9128253;0,22344044; 5,285553
2020-03-22;12;Antofagasta; 1,8427424;0,21520721; 5,183667
2020-03-23;13;Antofagasta; 1,8016323;0,22083296; 5,044881
2020-03-24;13;Antofagasta; 1,7732770;0,21052606; 4,951103
2020-03-25;13;Antofagasta; 1,7329852;0,20595152; 4,816710
