date;week;region;Mean(R);Quantile.0.025(R);Quantile.0.975(R)
2020-03-21;12;Tarapacá; 5,0321523;0,129155247;18,4319502
2020-03-22;12;Tarapacá; 4,9940539;0,119520258;18,4463417
2020-03-23;13;Tarapacá; 9,9555480;1,153784334;27,7335370
2020-03-24;13;Tarapacá;16,5278834;4,234204650;38,8937302
2020-03-25;13;Tarapacá; 7,3149727;1,347829523;21,7280394
2020-03-26;13;Tarapacá; 4,5430474;1,166624814;12,5261052
2020-03-27;13;Tarapacá; 2,9474173;0,872442801; 7,2522071
2020-03-28;13;Tarapacá; 2,1885008;0,725375473; 4,8314187
2020-03-29;13;Tarapacá; 2,1167066;0,800854690; 4,1858388
2020-03-30;14;Tarapacá; 2,3373499;1,019460331; 4,3222563
2020-03-31;14;Tarapacá; 2,3891006;1,112788978; 4,2141107
2020-04-01;14;Tarapacá; 1,9769639;0,915865487; 3,5653825
2020-04-02;14;Tarapacá; 1,9896832;1,001307836; 3,4085691
2020-04-03;14;Tarapacá; 1,8519480;0,957496598; 3,1342279
2020-04-04;14;Tarapacá; 2,0746590;1,168142764; 3,3083140
2020-04-05;14;Tarapacá; 2,0804589;1,209611970; 3,2557608
2020-04-06;15;Tarapacá; 1,7596989;1,010285811; 2,7862857
2020-04-07;15;Tarapacá; 1,4671547;0,845204863; 2,3190088
2020-04-08;15;Tarapacá; 1,5342837;0,941107452; 2,3147520
2020-04-09;15;Tarapacá; 1,5305167;0,957000471; 2,2507450
2020-04-10;15;Tarapacá; 1,7328373;1,138038332; 2,4639785
2020-04-11;15;Tarapacá; 1,6998933;1,120713342; 2,4202974
2020-04-12;15;Tarapacá; 1,8285489;1,238209091; 2,5705782
2020-04-13;16;Tarapacá; 1,7638714;1,192813267; 2,4752512
2020-04-14;16;Tarapacá; 1,8267335;1,266202222; 2,5264619
2020-04-15;16;Tarapacá; 1,5980217;1,096431465; 2,2258759
2020-04-16;16;Tarapacá; 1,4780628;1,048850691; 2,0229139
2020-04-17;16;Tarapacá; 1,4977315;1,095120097; 1,9996759
2020-04-18;16;Tarapacá; 1,4596281;1,078636002; 1,9182961
2020-04-19;16;Tarapacá; 1,4677048;1,104075798; 1,9154578
2020-04-20;17;Tarapacá; 1,3881760;1,049339758; 1,7961944
2020-04-21;17;Tarapacá; 1,4471480;1,110625247; 1,8396330
2020-04-22;17;Tarapacá; 1,4553322;1,125403799; 1,8425668
2020-04-23;17;Tarapacá; 1,5069306;1,175104124; 1,8932393
2020-04-24;17;Tarapacá; 1,3845252;1,069210782; 1,7478372
2020-04-25;17;Tarapacá; 1,3576727;1,069657916; 1,6956001
2020-04-26;17;Tarapacá; 1,3310720;1,057080095; 1,6421716
2020-04-27;18;Tarapacá; 1,2724005;1,014916788; 1,5661766
2020-04-28;18;Tarapacá; 1,1524071;0,926736016; 1,4136297
2020-04-29;18;Tarapacá; 1,2561773;1,033020736; 1,5108279
2020-04-30;18;Tarapacá; 1,3127228;1,082514876; 1,5660462
2020-05-01;18;Tarapacá; 1,1947310;0,975287801; 1,4387114
2020-05-02;18;Tarapacá; 1,1822906;0,973753777; 1,4145029
2020-05-03;18;Tarapacá; 1,5811076;1,344534693; 1,8458071
2020-05-04;19;Tarapacá; 1,6179740;1,321070767; 1,9253724
2020-05-05;19;Tarapacá; 1,5707920;1,255715694; 1,9147045
2020-05-06;19;Tarapacá; 1,4669325;1,174252437; 1,8071252
2020-05-07;19;Tarapacá; 1,7199988;1,415365307; 2,0864345
2020-05-08;19;Tarapacá; 1,7287282;1,378129459; 2,1244137
2020-05-09;19;Tarapacá; 1,6049279;1,267603266; 2,0004251
2020-05-10;19;Tarapacá; 1,5261548;1,231523643; 1,8936071
2020-05-11;20;Tarapacá; 1,4549782;1,194731408; 1,7760445
2020-05-12;20;Tarapacá; 1,4231240;1,192749630; 1,7112682
2020-05-13;20;Tarapacá; 1,3864984;1,174748930; 1,6458127
2020-05-14;20;Tarapacá; 1,4428108;1,235825331; 1,6890490
2020-05-15;20;Tarapacá; 1,5953865;1,363941018; 1,8580194
2020-05-16;20;Tarapacá; 1,5814859;1,317367559; 1,8659287
2020-05-17;20;Tarapacá; 1,5836211;1,311453783; 1,8872566
2020-05-18;21;Tarapacá; 1,5463646;1,281690289; 1,8526159
2020-05-19;21;Tarapacá; 1,4476832;1,206469325; 1,7340779
2020-05-20;21;Tarapacá; 1,3482367;1,149576463; 1,5945469
2020-05-21;21;Tarapacá; 1,3010590;1,133982608; 1,5108004
2020-05-22;21;Tarapacá; 1,3792620;1,224295873; 1,5707481
2020-05-23;21;Tarapacá; 1,3617228;1,197212588; 1,5470409
2020-05-24;21;Tarapacá; 1,3466017;1,185952488; 1,5292808
2020-05-25;22;Tarapacá; 1,3090042;1,158051533; 1,4820189
2020-05-26;22;Tarapacá; 1,3185257;1,174882787; 1,4840756
2020-05-27;22;Tarapacá; 1,2821403;1,142702900; 1,4392374
2020-05-28;22;Tarapacá; 1,2925209;1,160942871; 1,4429821
2020-05-29;22;Tarapacá; 1,2613574;1,134337448; 1,4047070
2020-05-30;22;Tarapacá; 1,2810830;1,157518187; 1,4209743
2020-03-21;12;Antofagasta; 4,9778753;2,141526913; 9,2642746
2020-03-22;12;Antofagasta; 3,6122498;1,400089645; 7,2764600
2020-03-23;13;Antofagasta; 2,5394036;1,061162894; 5,0314701
2020-03-24;13;Antofagasta; 2,2833192;1,087728764; 4,1734739
2020-03-25;13;Antofagasta; 2,6763597;1,471780518; 4,4715221
2020-03-26;13;Antofagasta; 2,2412964;1,213741417; 3,7215744
2020-03-27;13;Antofagasta; 1,9178818;1,069559559; 3,1210513
2020-03-28;13;Antofagasta; 1,7788162;1,061268096; 2,7890938
2020-03-29;13;Antofagasta; 1,6903552;1,041128612; 2,5623218
2020-03-30;14;Antofagasta; 1,9585277;1,280356912; 2,8280408
2020-03-31;14;Antofagasta; 1,6998376;1,096762881; 2,4756882
2020-04-01;14;Antofagasta; 1,6728423;1,114628007; 2,3910273
2020-04-02;14;Antofagasta; 1,8078285;1,247914340; 2,5135441
2020-04-03;14;Antofagasta; 1,6964201;1,173090202; 2,3545737
2020-04-04;14;Antofagasta; 1,4090039;0,968220568; 1,9616328
2020-04-05;14;Antofagasta; 1,3998613;1,001567956; 1,8928201
2020-04-06;15;Antofagasta; 1,5124816;1,115157203; 1,9907470
2020-04-07;15;Antofagasta; 1,3655837;0,999230648; 1,8020706
2020-04-08;15;Antofagasta; 1,3147244;0,974760825; 1,7181541
2020-04-09;15;Antofagasta; 1,5299230;1,172891863; 1,9430562
2020-04-10;15;Antofagasta; 1,7414654;1,340243830; 2,1923587
2020-04-11;15;Antofagasta; 1,6046865;1,199915760; 2,0660499
2020-04-12;15;Antofagasta; 1,7310692;1,323415492; 2,2164665
2020-04-13;16;Antofagasta; 1,5822792;1,192109599; 2,0443248
2020-04-14;16;Antofagasta; 1,4913910;1,143539576; 1,9054306
2020-04-15;16;Antofagasta; 1,5502566;1,216485621; 1,9488124
2020-04-16;16;Antofagasta; 1,4915452;1,175286948; 1,8611885
2020-04-17;16;Antofagasta; 1,4732553;1,179092306; 1,8233408
2020-04-18;16;Antofagasta; 1,4709357;1,182547341; 1,8040540
2020-04-19;16;Antofagasta; 1,4934402;1,212594090; 1,8221137
2020-04-20;17;Antofagasta; 1,4114853;1,147217496; 1,7120928
2020-04-21;17;Antofagasta; 1,4844402;1,225753904; 1,7762464
2020-04-22;17;Antofagasta; 1,5301671;1,261063883; 1,8295174
2020-04-23;17;Antofagasta; 1,3899723;1,131821715; 1,6737549
2020-04-24;17;Antofagasta; 1,3272914;1,103787159; 1,5853267
2020-04-25;17;Antofagasta; 1,3287799;1,124560736; 1,5644302
2020-04-26;17;Antofagasta; 1,3908246;1,187635936; 1,6197585
2020-04-27;18;Antofagasta; 1,3114631;1,113840387; 1,5309977
2020-04-28;18;Antofagasta; 1,3048974;1,121161824; 1,5125493
2020-04-29;18;Antofagasta; 1,2767105;1,101589549; 1,4688414
2020-04-30;18;Antofagasta; 1,2680486;1,100438447; 1,4542630
2020-05-01;18;Antofagasta; 1,2851341;1,121351221; 1,4657356
2020-05-02;18;Antofagasta; 1,4602818;1,281877191; 1,6564161
2020-05-03;18;Antofagasta; 1,4721500;1,258752280; 1,6872068
2020-05-04;19;Antofagasta; 1,3706132;1,159105680; 1,5937712
2020-05-05;19;Antofagasta; 1,3330750;1,145370774; 1,5445808
2020-05-06;19;Antofagasta; 1,2712337;1,103771850; 1,4637966
