date;week;region;Mean(R);Quantile.0.025(R);Quantile.0.975(R)
2020-03-21;12;Tarapacá; 5,0097167;0,13130272;18,710817
2020-03-22;12;Tarapacá; 4,9655166;0,12235688;18,338686
2020-03-23;13;Tarapacá; 4,9826925;0,13632823;18,347180
2020-03-24;13;Tarapacá; 5,0210259;0,13004234;18,250737
2020-03-25;13;Tarapacá; 4,9773117;0,11956637;18,269922
2020-03-26;13;Tarapacá; 4,9450806;0,12500575;18,379528
2020-03-27;13;Tarapacá; 5,0278976;0,11947574;18,745035
2020-03-28;13;Tarapacá; 5,0384227;0,12875378;18,858187
2020-03-29;13;Tarapacá; 5,0379374;0,12302522;18,767156
2020-03-30;14;Tarapacá; 4,9601282;0,11981738;18,127225
2020-03-31;14;Tarapacá;10,0188402;1,13153206;28,127018
2020-04-01;14;Tarapacá; 6,6147275;0,70290544;20,104171
2020-04-02;14;Tarapacá; 4,3354056;0,47477684;13,467522
2020-04-03;14;Tarapacá; 3,2545498;0,37069691; 9,766079
2020-04-04;14;Tarapacá; 2,6831899;0,31738863; 7,753206
2020-04-05;14;Tarapacá; 2,3528030;0,27274101; 6,667522
2020-04-06;15;Tarapacá; 2,1303324;0,25281054; 5,992203
2020-04-07;15;Tarapacá; 2,0052517;0,24322439; 5,637327
2020-04-08;15;Tarapacá; 1,9162613;0,22663257; 5,359034
2020-04-09;15;Tarapacá; 1,8604593;0,22417106; 5,168782
2020-04-10;15;Tarapacá; 1,8044965;0,21744259; 5,095828
2020-04-11;15;Tarapacá; 1,7819284;0,21388255; 4,959898
2020-04-12;15;Tarapacá; 1,7387915;0,21096339; 4,844102
2020-04-13;16;Tarapacá; 1,7278695;0,20902621; 4,770539
2020-04-14;16;Tarapacá; 0,8558506;0,02227258; 3,141087
2020-04-15;16;Tarapacá; 0,9692700;0,02405493; 3,624036
2020-04-16;16;Tarapacá; 1,1952712;0,02883737; 4,634681
2020-04-17;16;Tarapacá; 1,4138750;0,03547428; 5,394586
2020-04-18;16;Tarapacá; 1,6497544;0,03805826; 6,319658
2020-04-19;16;Tarapacá; 1,9777526;0,04794732; 7,504690
2020-04-20;17;Tarapacá; 4,5772661;0,53785758;13,376363
2020-04-21;17;Tarapacá; 3,8629211;0,46504893;10,989773
2020-04-22;17;Tarapacá; 6,2353014;1,61213899;14,317867
2020-04-23;17;Tarapacá; 4,3141042;0,95517169;10,969827
2020-04-24;17;Tarapacá; 2,9717803;0,69905570; 7,590125
2020-04-25;17;Tarapacá; 2,3060155;0,57337670; 5,572384
2020-04-26;17;Tarapacá; 1,9276308;0,50171223; 4,414608
2020-04-27;18;Tarapacá; 2,1415325;0,68523775; 4,479423
2020-04-28;18;Tarapacá; 1,8751242;0,59192696; 3,913962
2020-04-29;18;Tarapacá; 2,3507286;0,91592451; 4,524273
2020-04-30;18;Tarapacá; 2,0171162;0,78032478; 3,906295
2020-05-01;18;Tarapacá; 1,9914375;0,82640227; 3,728312
2020-05-02;18;Tarapacá; 2,3877348;1,14669180; 4,179585
2020-05-03;18;Tarapacá; 2,1898350;1,05582261; 3,834907
2020-05-04;19;Tarapacá; 1,9900756;0,98377240; 3,450628
2020-05-05;19;Tarapacá; 2,2221254;1,21371416; 3,625887
2020-05-06;19;Tarapacá; 1,9910946;1,08305128; 3,252810
2020-05-07;19;Tarapacá; 1,7811236;0,99454674; 2,870374
2020-05-08;19;Tarapacá; 1,6403301;0,93857561; 2,560965
2020-05-09;19;Tarapacá; 1,8337096;1,13412502; 2,752398
2020-05-10;19;Tarapacá; 1,6238243;0,98928292; 2,431812
2020-05-11;20;Tarapacá; 1,3890438;0,84891231; 2,075531
2020-05-12;20;Tarapacá; 1,3947360;0,88806431; 2,038363
2020-05-13;20;Tarapacá; 1,4530862;0,95167045; 2,069892
2020-05-14;20;Tarapacá; 1,3474995;0,88599416; 1,917422
2020-05-15;20;Tarapacá; 1,2223555;0,80042164; 1,744447
2020-05-16;20;Tarapacá; 1,5018736;1,04361818; 2,054524
2020-05-17;20;Tarapacá; 1,3605942;0,92447770; 1,883471
2020-05-18;21;Tarapacá; 1,2715723;0,86803130; 1,761168
2020-05-19;21;Tarapacá; 1,2066477;0,82922176; 1,666313
2020-05-20;21;Tarapacá; 1,2640969;0,88761883; 1,712755
2020-05-21;21;Tarapacá; 1,1771229;0,81824521; 1,598515
2020-05-22;21;Tarapacá; 1,1066253;0,76863985; 1,501011
