date;comuna;region;Mean(R);Quantile.0.025(R);Quantile.0.975(R)
2020-03-29;Aisén;Aysén;  5,01560254;1,256324e-01; 18,4883581
2020-03-30;Aisén;Aysén;  5,01447282;1,183811e-01; 18,5638459
2020-03-31;Aisén;Aysén;  4,98067327;1,256297e-01; 18,1300321
2020-04-01;Aisén;Aysén; 10,07140062;1,232021e+00; 28,0957815
2020-04-02;Aisén;Aysén; 13,17935879;3,055554e+00; 32,1071858
2020-04-03;Aisén;Aysén;  7,98415508;1,727856e+00; 22,2463444
2020-04-04;Aisén;Aysén;  4,22031673;9,977770e-01; 11,7201620
2020-04-05;Aisén;Aysén;  3,30889270;1,014273e+00;  7,8546222
2020-04-06;Aisén;Aysén;  2,45002740;7,982326e-01;  5,4646839
2020-04-07;Aisén;Aysén;  1,96053897;6,751158e-01;  4,0790906
2020-04-08;Aisén;Aysén;  1,69182135;6,051675e-01;  3,4459014
2020-04-09;Aisén;Aysén;  1,52681228;5,406337e-01;  3,0592195
2020-04-10;Aisén;Aysén;  1,42231486;5,173299e-01;  2,8069094
2020-04-11;Aisén;Aysén;  1,35308362;4,923718e-01;  2,6658638
2020-04-12;Aisén;Aysén;  1,29904930;4,693447e-01;  2,5146194
2020-04-13;Aisén;Aysén;  1,25940911;4,616274e-01;  2,4469869
2020-04-14;Aisén;Aysén;  1,23234845;4,506981e-01;  2,3905588
2020-04-15;Aisén;Aysén;  1,01213585;3,313818e-01;  2,0630772
2020-04-16;Aisén;Aysén;  0,61707920;1,283304e-01;  1,4881231
2020-04-17;Aisén;Aysén;  0,45129685;5,604857e-02;  1,2662559
2020-04-18;Aisén;Aysén;  0,52291007;5,992266e-02;  1,4810126
2020-04-19;Aisén;Aysén;  0,31027314;8,502868e-03;  1,1709833
2020-04-20;Aisén;Aysén;  0,37953524;9,017504e-03;  1,4542122
2020-04-21;Aisén;Aysén;  0,48789999;1,108283e-02;  1,9204151
2020-04-22;Aisén;Aysén;  0,61674963;1,434338e-02;  2,4400163
2020-04-23;Aisén;Aysén;  0,77631767;1,650150e-02;  3,0290622
2020-04-24;Aisén;Aysén;  0,94317625;2,328621e-02;  3,6409371
2020-04-25;Aisén;Aysén;  1,15534305;2,788038e-02;  4,4752485
2020-04-26;Aisén;Aysén;  1,39395350;3,279981e-02;  5,2990810
2020-04-27;Aisén;Aysén;  1,69819986;4,260252e-02;  6,6341721
2020-04-28;Aisén;Aysén;  2,00410211;4,601658e-02;  7,6117943
2020-04-29;Aisén;Aysén;  2,31691019;5,384385e-02;  8,7378534
2020-04-30;Aisén;Aysén;  2,65386361;6,789323e-02;  9,8368398
2020-05-01;Aisén;Aysén;  2,95653616;7,480371e-02; 11,0453209
2020-05-02;Aisén;Aysén;  3,25536816;7,980682e-02; 12,2747881
2020-05-03;Aisén;Aysén;  3,51286167;8,584506e-02; 13,3273044
2020-05-04;Aisén;Aysén;  3,78743875;9,523630e-02; 14,0237637
2020-05-05;Aisén;Aysén;  3,97616053;1,024525e-01; 14,8089824
2020-05-06;Aisén;Aysén;  4,15304426;1,043313e-01; 15,5417107
2020-05-07;Aisén;Aysén;  4,35301193;1,096302e-01; 15,7895085
2020-05-08;Aisén;Aysén;  4,48528423;1,107992e-01; 16,7230454
2020-05-09;Aisén;Aysén;  4,57803985;1,246282e-01; 17,0849822
2020-05-10;Aisén;Aysén;  4,69132259;1,215597e-01; 17,6940601
2020-05-11;Aisén;Aysén;  4,74820013;1,206488e-01; 17,7079614
2020-05-12;Aisén;Aysén;  4,80564198;1,233358e-01; 17,8757606
2020-05-13;Aisén;Aysén;  4,80554658;1,307997e-01; 17,6177278
2020-05-14;Aisén;Aysén;  4,84969988;1,272217e-01; 17,8703910
2020-05-15;Aisén;Aysén;  4,86919897;1,194334e-01; 18,0213360
2020-05-16;Aisén;Aysén;  4,88546282;1,276132e-01; 18,2267424
2020-05-17;Aisén;Aysén;  4,91997677;1,273922e-01; 18,2883391
2020-05-18;Aisén;Aysén;  4,93005901;1,221501e-01; 18,0715850
2020-05-19;Aisén;Aysén;  4,90797712;1,281111e-01; 17,9503744
2020-05-20;Aisén;Aysén;  4,94689009;1,300434e-01; 18,2565869
2020-05-21;Aisén;Aysén;  5,02044867;1,298394e-01; 18,6600393
2020-05-22;Aisén;Aysén;  4,93278212;1,306817e-01; 18,3630035
2020-05-23;Aisén;Aysén;  4,93608093;1,245405e-01; 18,0457901
2020-05-24;Aisén;Aysén;  4,99091832;1,270972e-01; 18,3199023
2020-05-25;Aisén;Aysén;  5,00480231;1,256992e-01; 18,4336009
2020-05-26;Aisén;Aysén;  9,97559009;1,151075e+00; 27,8072055
2020-05-27;Aisén;Aysén;  6,54475841;6,975228e-01; 19,9528115
2020-05-28;Aisén;Aysén;  6,41026659;1,177143e+00; 17,6077852
2020-05-29;Aisén;Aysén;  5,61319564;1,263180e+00; 14,5979601
2020-05-30;Aisén;Aysén;  3,64743986;8,324774e-01;  9,6036662
2020-05-31;Aisén;Aysén;  2,62433861;6,359967e-01;  6,4621366
2020-06-01;Aisén;Aysén;  2,11043406;5,319980e-01;  4,9831890
2020-06-02;Aisén;Aysén;  1,82220745;4,803139e-01;  4,1418576
2020-06-03;Aisén;Aysén;  1,63981761;4,414972e-01;  3,6770901
2020-06-04;Aisén;Aysén;  1,52715684;4,159629e-01;  3,4140795
2020-06-05;Aisén;Aysén;  1,44870199;3,976419e-01;  3,1784116
2020-03-29;Algarrobo;Valparaíso;  2,61270141;8,635648e-01;  5,5257487
2020-03-30;Algarrobo;Valparaíso;  2,77202952;1,093509e+00;  5,4687606
2020-03-31;Algarrobo;Valparaíso;  2,23369574;8,943950e-01;  4,3449565
2020-04-01;Algarrobo;Valparaíso;  1,85126179;7,554760e-01;  3,5210710
2020-04-02;Algarrobo;Valparaíso;  1,81705192;7,954293e-01;  3,3399894
2020-04-03;Algarrobo;Valparaíso;  1,79943524;8,341863e-01;  3,2055918
2020-04-04;Algarrobo;Valparaíso;  1,44757201;6,463370e-01;  2,5986783
2020-04-05;Algarrobo;Valparaíso;  1,32974879;5,989962e-01;  2,3699271
2020-04-06;Algarrobo;Valparaíso;  1,26769095;5,722428e-01;  2,2344834
2020-04-07;Algarrobo;Valparaíso;  1,08038720;4,654552e-01;  1,9525296
2020-04-08;Algarrobo;Valparaíso;  1,07242638;4,604135e-01;  1,9437341
2020-04-09;Algarrobo;Valparaíso;  0,93776011;3,743127e-01;  1,7558297
2020-04-10;Algarrobo;Valparaíso;  0,96339685;3,876367e-01;  1,8124999
2020-04-11;Algarrobo;Valparaíso;  0,70460229;2,268257e-01;  1,4321169
2020-04-12;Algarrobo;Valparaíso;  0,75785429;2,435916e-01;  1,5733374
2020-04-13;Algarrobo;Valparaíso;  0,49037130;1,001393e-01;  1,2107767
2020-04-14;Algarrobo;Valparaíso;  0,55611513;1,131779e-01;  1,3743071
2020-04-15;Algarrobo;Valparaíso;  0,84801706;2,196811e-01;  1,9298292
2020-04-16;Algarrobo;Valparaíso;  0,69235890;1,404747e-01;  1,6917057
2020-04-17;Algarrobo;Valparaíso;  0,50893547;6,218489e-02;  1,4541848
2020-04-18;Algarrobo;Valparaíso;  0,59058786;7,243897e-02;  1,7170431
2020-04-19;Algarrobo;Valparaíso;  0,68619601;8,147709e-02;  1,9614921
2020-04-20;Algarrobo;Valparaíso;  0,79904491;9,315484e-02;  2,3197873
2020-04-21;Algarrobo;Valparaíso;  0,89062513;1,030671e-01;  2,5171260
2020-04-22;Algarrobo;Valparaíso;  1,00352593;1,232756e-01;  2,8566404
2020-04-23;Algarrobo;Valparaíso;  1,09861702;1,274793e-01;  3,1478366
2020-04-24;Algarrobo;Valparaíso;  1,18486434;1,352514e-01;  3,3359582
2020-04-25;Algarrobo;Valparaíso;  1,27814468;1,520535e-01;  3,5596096
2020-04-26;Algarrobo;Valparaíso;  1,35037932;1,646687e-01;  3,7848699
2020-04-27;Algarrobo;Valparaíso;  2,12088238;4,353875e-01;  5,1057881
2020-04-28;Algarrobo;Valparaíso;  2,02322601;4,113530e-01;  4,9029526
2020-04-29;Algarrobo;Valparaíso;  1,24258278;1,468487e-01;  3,5219032
2020-04-30;Algarrobo;Valparaíso;  1,23525621;1,474678e-01;  3,4549650
2020-05-01;Algarrobo;Valparaíso;  1,30358608;1,613054e-01;  3,6031891
2020-05-02;Algarrobo;Valparaíso;  1,35434774;1,662882e-01;  3,7661808
2020-05-03;Algarrobo;Valparaíso;  1,40926546;1,646813e-01;  3,9200161
2020-05-04;Algarrobo;Valparaíso;  1,45813540;1,706027e-01;  4,1203469
2020-05-05;Algarrobo;Valparaíso;  1,50269356;1,811979e-01;  4,1592114
2020-05-06;Algarrobo;Valparaíso;  1,53257352;1,916292e-01;  4,3059958
2020-05-07;Algarrobo;Valparaíso;  2,33625309;4,832917e-01;  5,6206819
2020-05-08;Algarrobo;Valparaíso;  2,89112794;7,852241e-01;  6,3998186
2020-05-09;Algarrobo;Valparaíso;  3,06076198;9,516951e-01;  6,4772072
2020-05-10;Algarrobo;Valparaíso;  2,95574645;9,935256e-01;  6,1697659
2020-05-11;Algarrobo;Valparaíso;  1,96072108;5,832710e-01;  4,2945914
2020-05-12;Algarrobo;Valparaíso;  2,01220408;7,048152e-01;  4,1368536
2020-05-13;Algarrobo;Valparaíso;  2,06297711;7,859566e-01;  4,0222223
2020-05-14;Algarrobo;Valparaíso;  2,05887281;8,773969e-01;  3,8589376
2020-05-15;Algarrobo;Valparaíso;  2,23796293;1,029265e+00;  3,9784679
2020-05-16;Algarrobo;Valparaíso;  2,09781927;1,002033e+00;  3,7191346
2020-05-17;Algarrobo;Valparaíso;  2,10335986;1,055456e+00;  3,5795232
2020-05-18;Algarrobo;Valparaíso;  1,94670277;1,005810e+00;  3,2837668
2020-05-19;Algarrobo;Valparaíso;  1,91774695;1,028897e+00;  3,1500435
2020-05-20;Algarrobo;Valparaíso;  1,87502821;1,050558e+00;  2,9943649
2020-05-21;Algarrobo;Valparaíso;  1,72514919;9,934770e-01;  2,7223735
2020-05-22;Algarrobo;Valparaíso;  1,68938488;9,999247e-01;  2,5934805
2020-05-23;Algarrobo;Valparaíso;  1,44008397;8,458807e-01;  2,2154495
2020-05-24;Algarrobo;Valparaíso;  1,32353999;7,894890e-01;  2,0135179
2020-05-25;Algarrobo;Valparaíso;  1,24387104;7,495607e-01;  1,8727521
2020-05-26;Algarrobo;Valparaíso;  1,18811874;7,193594e-01;  1,7867937
2020-05-27;Algarrobo;Valparaíso;  1,15153540;7,009829e-01;  1,7256470
2020-05-28;Algarrobo;Valparaíso;  1,12302650;6,836891e-01;  1,6745344
2020-05-29;Algarrobo;Valparaíso;  0,99538313;5,872560e-01;  1,5040773
2020-05-30;Algarrobo;Valparaíso;  1,04842342;6,324293e-01;  1,5692454
2020-05-31;Algarrobo;Valparaíso;  1,04919358;6,308320e-01;  1,5733518
2020-06-01;Algarrobo;Valparaíso;  1,10158819;6,698022e-01;  1,6324449
2020-06-02;Algarrobo;Valparaíso;  1,09524365;6,677663e-01;  1,6292391
2020-06-03;Algarrobo;Valparaíso;  1,03157815;6,194001e-01;  1,5384584
