date;comuna;region;Mean(R);Quantile.0.025(R);Quantile.0.975(R)
2020-03-29;Aisén;Aysén;  5,00922611;1,213328e-01; 18,1500321
2020-03-30;Aisén;Aysén;  5,01410383;1,288364e-01; 18,6060474
2020-03-31;Aisén;Aysén;  4,99447194;1,190546e-01; 18,4097633
2020-04-01;Aisén;Aysén; 10,03568123;1,211590e+00; 28,3096827
2020-04-02;Aisén;Aysén; 13,14724722;2,955291e+00; 32,6803830
2020-04-03;Aisén;Aysén;  8,10312830;1,674960e+00; 23,0098574
2020-04-04;Aisén;Aysén;  4,20497513;9,688850e-01; 11,6523845
2020-04-05;Aisén;Aysén;  3,29018219;9,915366e-01;  8,0147510
2020-04-06;Aisén;Aysén;  2,44633817;7,882678e-01;  5,4954322
2020-04-07;Aisén;Aysén;  1,96047730;6,645999e-01;  4,1069315
2020-04-08;Aisén;Aysén;  1,68557475;5,928738e-01;  3,4194283
2020-04-09;Aisén;Aysén;  1,52699783;5,529396e-01;  3,0616834
2020-04-10;Aisén;Aysén;  1,41414662;5,233688e-01;  2,7675302
2020-04-11;Aisén;Aysén;  1,34211397;4,845817e-01;  2,6240780
2020-04-12;Aisén;Aysén;  1,29900594;4,773975e-01;  2,5261528
2020-04-13;Aisén;Aysén;  1,25551385;4,603277e-01;  2,4567328
2020-04-14;Aisén;Aysén;  1,22900997;4,601308e-01;  2,3632346
2020-04-15;Aisén;Aysén;  1,00666649;3,241604e-01;  2,0725389
2020-04-16;Aisén;Aysén;  0,61715333;1,294598e-01;  1,4799016
2020-04-17;Aisén;Aysén;  0,45484526;5,289086e-02;  1,2755542
2020-04-18;Aisén;Aysén;  0,53096774;6,194127e-02;  1,5392003
2020-04-19;Aisén;Aysén;  0,31103330;7,457564e-03;  1,1774178
2020-04-20;Aisén;Aysén;  0,39052720;9,053115e-03;  1,4968809
2020-04-21;Aisén;Aysén;  0,49461354;1,068215e-02;  1,9859163
