date;ss;codigo_ss;Mean(R);Quantile.0.025(R);Quantile.0.975(R)
2020-03-29;Aconcagua; 8; 5,0206288; 0,124643015;18,3158419
2020-03-30;Aconcagua; 8; 5,0181512; 0,130803024;18,6137180
2020-03-31;Aconcagua; 8; 4,9917731; 0,118586616;18,7022819
2020-04-01;Aconcagua; 8;50,1138393;24,285171812;85,6386335
2020-04-02;Aconcagua; 8;13,0524874; 2,191036514;43,1000737
2020-04-03;Aconcagua; 8; 6,2761825; 1,896298650;18,0566574
2020-04-04;Aconcagua; 8; 3,3962964; 1,288385044; 8,0357553
2020-04-05;Aconcagua; 8; 2,3018196; 1,033149512; 4,6452772
2020-04-06;Aconcagua; 8; 1,9259776; 0,989485928; 3,4331515
2020-04-07;Aconcagua; 8; 1,9430584; 1,085140334; 3,1793231
2020-04-08;Aconcagua; 8; 1,9383669; 1,129099038; 3,0119552
2020-04-09;Aconcagua; 8; 1,6647435; 0,977494916; 2,5816242
2020-04-10;Aconcagua; 8; 1,6121539; 0,989628438; 2,4317504
2020-04-11;Aconcagua; 8; 1,4524068; 0,888112137; 2,1735287
2020-04-12;Aconcagua; 8; 1,3342919; 0,835946416; 1,9736158
2020-04-13;Aconcagua; 8; 1,2520888; 0,791062061; 1,8277780
2020-04-14;Aconcagua; 8; 1,1951879; 0,755702248; 1,7336614
2020-04-15;Aconcagua; 8; 0,8178860; 0,474320059; 1,2578347
2020-04-16;Aconcagua; 8; 0,8826882; 0,518906733; 1,3405121
2020-04-17;Aconcagua; 8; 0,8125252; 0,462371236; 1,2629012
2020-04-18;Aconcagua; 8; 0,8969374; 0,518518887; 1,3761620
2020-04-19;Aconcagua; 8; 1,1469850; 0,704241442; 1,7123625
2020-04-20;Aconcagua; 8; 1,0893153; 0,663464355; 1,6222941
2020-04-21;Aconcagua; 8; 0,9148569; 0,531464497; 1,3956920
2020-04-22;Aconcagua; 8; 0,8199058; 0,459388181; 1,2826600
2020-04-23;Aconcagua; 8; 0,8540868; 0,477982770; 1,3480935
2020-04-24;Aconcagua; 8; 0,7726276; 0,411639749; 1,2564287
2020-04-25;Aconcagua; 8; 0,8747893; 0,473329269; 1,4119027
2020-04-26;Aconcagua; 8; 0,9112226; 0,494966035; 1,4596677
2020-04-27;Aconcagua; 8; 1,0783334; 0,614764861; 1,6785093
2020-04-28;Aconcagua; 8; 1,1532295; 0,667560216; 1,7607045
2020-04-29;Aconcagua; 8; 1,4743504; 0,922164814; 2,1443961
2020-04-30;Aconcagua; 8; 1,8956119; 1,261512518; 2,6556480
2020-05-01;Aconcagua; 8; 1,6288430; 1,026713590; 2,3557048
2020-05-02;Aconcagua; 8; 1,5502617; 1,003859194; 2,2550316
2020-05-03;Aconcagua; 8; 1,2746667; 0,816191370; 1,8593477
2020-05-04;Aconcagua; 8; 1,1993422; 0,782951470; 1,7278185
2020-05-05;Aconcagua; 8; 1,3142666; 0,893649796; 1,8320512
2020-05-06;Aconcagua; 8; 1,2923789; 0,880141121; 1,7934030
2020-05-07;Aconcagua; 8; 1,5248578; 1,079703351; 2,0512642
2020-05-08;Aconcagua; 8; 1,6191117; 1,155683765; 2,1675086
2020-05-09;Aconcagua; 8; 1,7122514; 1,228081985; 2,2807176
2020-05-10;Aconcagua; 8; 1,8630530; 1,344991533; 2,4752184
2020-05-11;Aconcagua; 8; 1,7027749; 1,204443627; 2,3107316
2020-05-12;Aconcagua; 8; 1,5627963; 1,131551578; 2,1005317
2020-05-13;Aconcagua; 8; 1,4246554; 1,053278066; 1,8923368
2020-05-14;Aconcagua; 8; 1,2044515; 0,896392181; 1,5809313
2020-05-15;Aconcagua; 8; 1,2929354; 0,996918255; 1,6376931
2020-05-16;Aconcagua; 8; 1,2791440; 0,993738376; 1,6079802
2020-05-17;Aconcagua; 8; 1,3655975; 1,079078444; 1,6952250
2020-05-18;Aconcagua; 8; 1,4116259; 1,116664590; 1,7425356
2020-05-19;Aconcagua; 8; 1,5403482; 1,230811887; 1,8905430
2020-05-20;Aconcagua; 8; 1,8090063; 1,440942183; 2,2116228
2020-05-21;Aconcagua; 8; 1,8172987; 1,385879206; 2,2741262
2020-05-22;Aconcagua; 8; 1,8846101; 1,436203695; 2,3998903
2020-05-23;Aconcagua; 8; 1,7198299; 1,291698211; 2,2195761
2020-05-24;Aconcagua; 8; 1,5922133; 1,232137488; 2,0411832
2020-05-25;Aconcagua; 8; 1,4802058; 1,173330471; 1,8680857
2020-05-26;Aconcagua; 8; 1,5027242; 1,224156215; 1,8456289
2020-05-27;Aconcagua; 8; 1,4673590; 1,204612307; 1,7779940
2020-05-28;Aconcagua; 8; 1,4803405; 1,225635205; 1,7753171
2020-05-29;Aconcagua; 8; 1,4103658; 1,170718232; 1,6877959
2020-05-30;Aconcagua; 8; 1,3680744; 1,151791181; 1,6265535
2020-05-31;Aconcagua; 8; 1,2820798; 1,086756372; 1,5063368
2020-06-01;Aconcagua; 8; 1,2521790; 1,082079584; 1,4536464
2020-06-02;Aconcagua; 8; 1,2898478; 1,127194353; 1,4794098
2020-06-03;Aconcagua; 8; 1,2263153; 1,068139745; 1,4001845
2020-06-04;Aconcagua; 8; 1,2221750; 1,076450038; 1,3864310
2020-06-05;Aconcagua; 8; 1,2125870; 1,074095011; 1,3682767
2020-06-06;Aconcagua; 8; 1,3658520; 1,216249628; 1,5290382
2020-06-07;Aconcagua; 8; 1,4402642; 1,256705866; 1,6224033
2020-06-08;Aconcagua; 8; 1,5114903; 1,296159563; 1,7276045
2020-06-09;Aconcagua; 8; 1,4358867; 1,206484285; 1,6680850
2020-06-10;Aconcagua; 8; 1,3698471; 1,165159025; 1,5992866
2020-06-11;Aconcagua; 8; 1,3212177; 1,143613556; 1,5262515
2020-06-12;Aconcagua; 8; 1,3242931; 1,159821159; 1,5130599
2020-06-13;Aconcagua; 8; 1,3225832; 1,164128860; 1,5024643
2020-06-14;Aconcagua; 8; 1,2876607; 1,136200590; 1,4557106
2020-06-15;Aconcagua; 8; 1,2599480; 1,119549888; 1,4179427
2020-06-16;Aconcagua; 8; 1,2244260; 1,095756582; 1,3682919
2020-06-17;Aconcagua; 8; 1,5080574; 1,367473243; 1,6668299
2020-06-18;Aconcagua; 8; 1,4184612; 1,218022533; 1,6010274
2020-06-19;Aconcagua; 8; 1,3426659; 1,159622650; 1,5356400
2020-06-20;Aconcagua; 8; 1,2384506; 1,085995892; 1,4092139
2020-06-21;Aconcagua; 8; 1,1797078; 1,061143495; 1,3236512
2020-06-22;Aconcagua; 8; 1,1444021; 1,044743416; 1,2629700
2020-06-23;Aconcagua; 8; 1,1393794; 1,052340336; 1,2412081
2020-06-24;Aconcagua; 8; 1,1187944; 1,038242999; 1,2104332
2020-06-25;Aconcagua; 8; 1,0985429; 1,022202635; 1,1822961
2020-06-26;Aconcagua; 8; 1,0749884; 1,004139163; 1,1514852
2020-06-27;Aconcagua; 8; 1,0472838; 0,982320884; 1,1179112
2020-06-28;Aconcagua; 8; 1,0470819; 0,984333293; 1,1136868
2020-06-29;Aconcagua; 8; 1,0401026; 0,978516177; 1,1048260
2020-06-30;Aconcagua; 8; 1,0132844; 0,953630830; 1,0752121
2020-07-01;Aconcagua; 8; 0,8175516; 0,765643046; 0,8708200
2020-07-02;Aconcagua; 8; 0,8187485; 0,758490527; 0,8909234
2020-07-03;Aconcagua; 8; 0,8258415; 0,754087601; 0,9103731
2020-07-04;Aconcagua; 8; 0,8449759; 0,767277973; 0,9343791
2020-07-05;Aconcagua; 8; 0,8459169; 0,767334313; 0,9319097
2020-07-06;Aconcagua; 8; 0,8209142; 0,745529510; 0,9021458
2020-07-07;Aconcagua; 8; 0,8137140; 0,735757488; 0,8997271
2020-07-08;Aconcagua; 8; 0,8231022; 0,741579307; 0,9135490
2020-07-09;Aconcagua; 8; 0,8357863; 0,754567638; 0,9248041
