date;comuna;region;Mean(R);Quantile.0.025(R);Quantile.0.975(R)
2020-03-29;Aisén;Aysén;  5,05269324;1,303446e-01; 18,5811399
2020-03-30;Aisén;Aysén;  5,04614401;1,242877e-01; 18,4099185
2020-03-31;Aisén;Aysén;  5,05528468;1,377302e-01; 18,9179527
2020-04-01;Aisén;Aysén; 10,03948969;1,245232e+00; 27,9197429
2020-04-02;Aisén;Aysén; 13,04509813;2,948899e+00; 32,6564432
2020-04-03;Aisén;Aysén;  7,89960611;1,618852e+00; 22,4515957
2020-04-04;Aisén;Aysén;  4,15372505;9,902962e-01; 11,6430522
2020-04-05;Aisén;Aysén;  3,28476773;1,006145e+00;  7,8457834
2020-04-06;Aisén;Aysén;  2,41863343;7,918656e-01;  5,3564715
2020-04-07;Aisén;Aysén;  1,93593391;6,568997e-01;  4,0428244
2020-04-08;Aisén;Aysén;  1,67387953;5,967603e-01;  3,3572542
2020-04-09;Aisén;Aysén;  1,52635202;5,444295e-01;  3,0306789
2020-04-10;Aisén;Aysén;  1,41114172;5,137976e-01;  2,7544125
2020-04-11;Aisén;Aysén;  1,34468461;4,876200e-01;  2,6122463
2020-04-12;Aisén;Aysén;  1,29432274;4,784359e-01;  2,5221673
2020-04-13;Aisén;Aysén;  1,25915444;4,550438e-01;  2,4520340
2020-04-14;Aisén;Aysén;  1,23004522;4,459137e-01;  2,3919234
2020-04-15;Aisén;Aysén;  1,01127404;3,293584e-01;  2,0830489
2020-04-16;Aisén;Aysén;  0,61924044;1,295940e-01;  1,4843396
2020-04-17;Aisén;Aysén;  0,45046481;5,261947e-02;  1,2741591
2020-04-18;Aisén;Aysén;  0,53015184;6,361488e-02;  1,5222125
2020-04-19;Aisén;Aysén;  0,31482155;8,634816e-03;  1,1732068
2020-04-20;Aisén;Aysén;  0,39583407;9,643314e-03;  1,5310390
2020-04-21;Aisén;Aysén;  0,50198138;1,177281e-02;  1,9190843
2020-04-22;Aisén;Aysén;  0,62830599;1,496476e-02;  2,4679352
2020-04-23;Aisén;Aysén;  0,78349738;1,840039e-02;  3,0783464
2020-04-24;Aisén;Aysén;  0,96126442;2,332614e-02;  3,8111816
2020-04-25;Aisén;Aysén;  1,20009834;2,649831e-02;  4,6273380
