date;ss;codigo_ss;Mean(R);Quantile.0.025(R);Quantile.0.975(R)
2020-03-29;Aconcagua; 8; 5,02426365; 0,139256819;18,6573301
2020-03-30;Aconcagua; 8; 4,97143022; 0,131014656;18,3190283
2020-03-31;Aconcagua; 8; 4,98653564; 0,118381866;18,2427315
2020-04-01;Aconcagua; 8;50,01902621;24,279596718;85,5573604
2020-04-02;Aconcagua; 8;13,17130620; 2,186353588;44,6450577
2020-04-03;Aconcagua; 8; 6,53941208; 1,879001775;20,3901680
2020-04-04;Aconcagua; 8; 3,47951661; 1,269182089; 8,7744414
2020-04-05;Aconcagua; 8; 2,32844911; 1,019514406; 5,0278884
2020-04-06;Aconcagua; 8; 1,94671300; 0,982436709; 3,5753972
2020-04-07;Aconcagua; 8; 1,94335593; 1,085615641; 3,2216234
2020-04-08;Aconcagua; 8; 1,93604009; 1,139342474; 3,0870982
2020-04-09;Aconcagua; 8; 1,66529593; 0,976691431; 2,6115904
2020-04-10;Aconcagua; 8; 1,60763558; 0,980003606; 2,4516824
2020-04-11;Aconcagua; 8; 1,45008599; 0,897688495; 2,1723865
2020-04-12;Aconcagua; 8; 1,32825688; 0,826984473; 1,9668747
2020-04-13;Aconcagua; 8; 1,24883916; 0,787561269; 1,8254430
2020-04-14;Aconcagua; 8; 1,19382850; 0,755185606; 1,7216090
2020-04-15;Aconcagua; 8; 0,81483851; 0,467648854; 1,2472450
2020-04-16;Aconcagua; 8; 0,88035791; 0,523101706; 1,3347801
2020-04-17;Aconcagua; 8; 0,80933896; 0,461504070; 1,2584565
2020-04-18;Aconcagua; 8; 0,89587279; 0,517025234; 1,3826937
2020-04-19;Aconcagua; 8; 1,14713768; 0,700823571; 1,7035754
2020-04-20;Aconcagua; 8; 1,08407400; 0,665992504; 1,6102607
2020-04-21;Aconcagua; 8; 0,91610921; 0,533895965; 1,4045634
2020-04-22;Aconcagua; 8; 0,82013788; 0,459982939; 1,2884266
2020-04-23;Aconcagua; 8; 0,85453174; 0,477456292; 1,3378143
2020-04-24;Aconcagua; 8; 0,77006427; 0,408511224; 1,2520747
2020-04-25;Aconcagua; 8; 0,87638255; 0,475431866; 1,4060190
2020-04-26;Aconcagua; 8; 0,91377289; 0,498052936; 1,4641780
2020-04-27;Aconcagua; 8; 1,07467232; 0,610852416; 1,6685149
2020-04-28;Aconcagua; 8; 1,14977395; 0,668350962; 1,7725357
2020-04-29;Aconcagua; 8; 1,47153877; 0,921781837; 2,1481425
2020-04-30;Aconcagua; 8; 1,89664069; 1,260950666; 2,6654170
2020-05-01;Aconcagua; 8; 1,62624297; 1,032929157; 2,3795236
2020-05-02;Aconcagua; 8; 1,55427394; 0,999887797; 2,2710094
2020-05-03;Aconcagua; 8; 1,27582853; 0,811580009; 1,8751476
2020-05-04;Aconcagua; 8; 1,19663725; 0,780902898; 1,7239284
2020-05-05;Aconcagua; 8; 1,31667942; 0,892109679; 1,8380943
2020-05-06;Aconcagua; 8; 1,29169791; 0,881420846; 1,7874462
2020-05-07;Aconcagua; 8; 1,52378597; 1,083447636; 2,0482441
2020-05-08;Aconcagua; 8; 1,61516749; 1,155675886; 2,1592922
2020-05-09;Aconcagua; 8; 1,71523870; 1,236762512; 2,2920048
2020-05-10;Aconcagua; 8; 1,86372851; 1,338310827; 2,4923896
2020-05-11;Aconcagua; 8; 1,70024325; 1,203485657; 2,3076624
2020-05-12;Aconcagua; 8; 1,56339177; 1,124258238; 2,1229605
2020-05-13;Aconcagua; 8; 1,42528155; 1,044873632; 1,9082890
2020-05-14;Aconcagua; 8; 1,20332393; 0,896233824; 1,5835898
