date;week;region;Mean(R);Quantile.0.025(R);Quantile.0.975(R)
2020-03-21;12;Tarapacá; 5,0337384;0,134587605;18,5286761
2020-03-22;12;Tarapacá; 5,0245423;0,128850686;18,5208977
2020-03-23;13;Tarapacá;10,0380095;1,238414750;27,7906230
2020-03-24;13;Tarapacá;16,6377433;4,359265400;38,5425317
2020-03-25;13;Tarapacá; 7,4745699;1,404408771;22,2072547
2020-03-26;13;Tarapacá; 4,6335448;1,195737880;12,4902016
2020-03-27;13;Tarapacá; 2,9862972;0,882573512; 7,1433645
2020-03-28;13;Tarapacá; 2,2180032;0,724630486; 4,9043861
2020-03-29;13;Tarapacá; 2,1290147;0,800070063; 4,2564417
2020-03-30;14;Tarapacá; 2,3492661;1,028029089; 4,3384314
2020-03-31;14;Tarapacá; 2,4038742;1,114851972; 4,2464333
2020-04-01;14;Tarapacá; 1,9856135;0,920701096; 3,5824466
2020-04-02;14;Tarapacá; 2,0059528;1,005648519; 3,4273997
2020-04-03;14;Tarapacá; 1,8622758;0,951485584; 3,1314441
2020-04-04;14;Tarapacá; 2,0917415;1,169500554; 3,3458086
2020-04-05;14;Tarapacá; 2,0941035;1,206234815; 3,2752977
2020-04-06;15;Tarapacá; 1,7703830;1,012810078; 2,7881118
2020-04-07;15;Tarapacá; 1,4744000;0,850396881; 2,3175735
2020-04-08;15;Tarapacá; 1,5446328;0,947186019; 2,3175893
2020-04-09;15;Tarapacá; 1,5381246;0,971252776; 2,2582571
2020-04-10;15;Tarapacá; 1,7457772;1,151488568; 2,4798279
2020-04-11;15;Tarapacá; 1,7128556;1,128148238; 2,4236516
2020-04-12;15;Tarapacá; 1,8355749;1,242831896; 2,5617578
2020-04-13;16;Tarapacá; 1,7708394;1,206046797; 2,4796797
2020-04-14;16;Tarapacá; 1,8372368;1,271429644; 2,5457153
2020-04-15;16;Tarapacá; 1,6052103;1,099334811; 2,2309422
2020-04-16;16;Tarapacá; 1,4867372;1,049199662; 2,0312672
2020-04-17;16;Tarapacá; 1,5029053;1,095871731; 1,9898831
2020-04-18;16;Tarapacá; 1,4697565;1,082714795; 1,9269089
2020-04-19;16;Tarapacá; 1,4728381;1,105051177; 1,9073933
2020-04-20;17;Tarapacá; 1,3922775;1,050184147; 1,7932736
2020-04-21;17;Tarapacá; 1,4555082;1,118099189; 1,8533205
2020-04-22;17;Tarapacá; 1,4624072;1,129931224; 1,8414357
2020-04-23;17;Tarapacá; 1,5149073;1,179193845; 1,9095115
2020-04-24;17;Tarapacá; 1,3875909;1,071971733; 1,7502418
2020-04-25;17;Tarapacá; 1,3650647;1,072658268; 1,7057439
2020-04-26;17;Tarapacá; 1,3362868;1,061611722; 1,6545153
2020-04-27;18;Tarapacá; 1,2762950;1,021756472; 1,5675587
2020-04-28;18;Tarapacá; 1,1551874;0,925087928; 1,4139108
2020-04-29;18;Tarapacá; 1,2575353;1,029905933; 1,5125860
2020-04-30;18;Tarapacá; 1,3154009;1,085100338; 1,5717799
2020-05-01;18;Tarapacá; 1,1980366;0,975697864; 1,4470311
2020-05-02;18;Tarapacá; 1,1839823;0,975871127; 1,4195143
2020-05-03;18;Tarapacá; 1,5847250;1,344797196; 1,8494584
2020-05-04;19;Tarapacá; 1,6239968;1,318050140; 1,9318895
2020-05-05;19;Tarapacá; 1,5795332;1,259636304; 1,9153164
2020-05-06;19;Tarapacá; 1,4737803;1,176327741; 1,8045097
2020-05-07;19;Tarapacá; 1,7282002;1,416390584; 2,0867422
2020-05-08;19;Tarapacá; 1,7380634;1,379672311; 2,1276364
2020-05-09;19;Tarapacá; 1,6154836;1,269803644; 2,0016591
2020-05-10;19;Tarapacá; 1,5346163;1,231088299; 1,8977158
2020-05-11;20;Tarapacá; 1,4615859;1,196494564; 1,7776562
2020-05-12;20;Tarapacá; 1,4289810;1,193978724; 1,7111142
2020-05-13;20;Tarapacá; 1,3921499;1,175647466; 1,6452412
2020-05-14;20;Tarapacá; 1,4471861;1,238755962; 1,6885366
2020-05-15;20;Tarapacá; 1,6006320;1,365493234; 1,8584588
2020-05-16;20;Tarapacá; 1,5881150;1,317160923; 1,8670011
2020-05-17;20;Tarapacá; 1,5912299;1,313885655; 1,8883701
2020-05-18;21;Tarapacá; 1,5542512;1,282277614; 1,8535249
2020-05-19;21;Tarapacá; 1,4538726;1,207964193; 1,7344310
2020-05-20;21;Tarapacá; 1,3539507;1,147743284; 1,5976864
2020-05-21;21;Tarapacá; 1,3054331;1,133758664; 1,5129562
2020-05-22;21;Tarapacá; 1,3832921;1,222874845; 1,5708492
2020-05-23;21;Tarapacá; 1,3655489;1,197692934; 1,5442066
2020-05-24;21;Tarapacá; 1,3509645;1,185323441; 1,5269042
2020-05-25;22;Tarapacá; 1,3127811;1,154181045; 1,4828074
2020-05-26;22;Tarapacá; 1,3219447;1,174128468; 1,4852771
2020-05-27;22;Tarapacá; 1,2854449;1,142187470; 1,4391878
2020-05-28;22;Tarapacá; 1,2961241;1,161211576; 1,4444582
2020-05-29;22;Tarapacá; 1,2646172;1,132498380; 1,4040151
2020-05-30;22;Tarapacá; 1,2840014;1,158314635; 1,4199216
2020-05-31;22;Tarapacá; 1,2025392;1,082071409; 1,3291024
2020-06-01;23;Tarapacá; 1,2205829;1,115707887; 1,3377583
2020-06-02;23;Tarapacá; 1,1835489;1,083158513; 1,2913223
2020-06-03;23;Tarapacá; 1,1840602;1,091415592; 1,2839895
2020-06-04;23;Tarapacá; 1,1586332;1,070889308; 1,2535514
2020-06-05;23;Tarapacá; 1,1271134;1,046900282; 1,2124070
2020-06-06;23;Tarapacá; 1,1330929;1,059428546; 1,2136969
2020-06-07;23;Tarapacá; 1,1470877;1,075858029; 1,2246783
2020-06-08;24;Tarapacá; 1,1656971;1,091538046; 1,2425075
2020-06-09;24;Tarapacá; 1,1261291;1,049288463; 1,2032147
2020-06-10;24;Tarapacá; 1,1127916;1,042764793; 1,1875489
2020-06-11;24;Tarapacá; 1,0626906;0,998502676; 1,1306101
2020-06-12;24;Tarapacá; 1,0403456;0,984333907; 1,1014984
2020-06-13;24;Tarapacá; 1,0441791;0,992034443; 1,0992005
2020-06-14;24;Tarapacá; 1,0525692;1,001029662; 1,1055641
2020-06-15;25;Tarapacá; 1,0118828;0,962251362; 1,0630117
2020-06-16;25;Tarapacá; 1,0292019;0,980920346; 1,0791442
2020-03-21;12;Antofagasta; 4,9858675;2,102825916; 9,2791360
2020-03-22;12;Antofagasta; 3,6240185;1,431974401; 7,2906225
2020-03-23;13;Antofagasta; 2,5281457;1,066960654; 5,0208765
2020-03-24;13;Antofagasta; 2,2947046;1,098698291; 4,2245110
2020-03-25;13;Antofagasta; 2,6802057;1,465542643; 4,4192514
2020-03-26;13;Antofagasta; 2,2426644;1,216944206; 3,7112174
2020-03-27;13;Antofagasta; 1,9135132;1,071434668; 3,1310613
2020-03-28;13;Antofagasta; 1,7830001;1,050131774; 2,7784625
2020-03-29;13;Antofagasta; 1,6857694;1,038418718; 2,5489874
2020-03-30;14;Antofagasta; 1,9634928;1,297264614; 2,8307508
2020-03-31;14;Antofagasta; 1,7034346;1,100095665; 2,4922408
2020-04-01;14;Antofagasta; 1,6708078;1,115916688; 2,3831099
2020-04-02;14;Antofagasta; 1,8096784;1,251847128; 2,5047759
2020-04-03;14;Antofagasta; 1,6950675;1,170119750; 2,3450223
2020-04-04;14;Antofagasta; 1,4092318;0,970267708; 1,9621180
2020-04-05;14;Antofagasta; 1,4007704;1,004461346; 1,8950960
2020-04-06;15;Antofagasta; 1,5140030;1,110806690; 1,9923189
2020-04-07;15;Antofagasta; 1,3662519;1,002372470; 1,8050602
2020-04-08;15;Antofagasta; 1,3135242;0,973056636; 1,7154735
2020-04-09;15;Antofagasta; 1,5327417;1,176050128; 1,9430593
2020-04-10;15;Antofagasta; 1,7410962;1,345010119; 2,1946685
2020-04-11;15;Antofagasta; 1,6073130;1,203428838; 2,0680985
2020-04-12;15;Antofagasta; 1,7321145;1,325811960; 2,2144426
2020-04-13;16;Antofagasta; 1,5839756;1,197631499; 2,0444224
2020-04-14;16;Antofagasta; 1,4916308;1,147018411; 1,9113068
2020-04-15;16;Antofagasta; 1,5515602;1,221775609; 1,9438077
2020-04-16;16;Antofagasta; 1,4927646;1,177220462; 1,8644836
2020-04-17;16;Antofagasta; 1,4734736;1,176377579; 1,8188659
2020-04-18;16;Antofagasta; 1,4738204;1,185339267; 1,8072977
