date;ss;codigo_ss;Mean(R);Quantile.0.025(R);Quantile.0.975(R)
2020-03-29;Aconcagua; 8; 4,98367458; 0,117846516;18,3900816
2020-03-30;Aconcagua; 8; 5,03221950; 0,121613590;18,3436866
2020-03-31;Aconcagua; 8; 4,98510603; 0,129443895;17,9944387
2020-04-01;Aconcagua; 8;49,98968466;24,051570899;85,0613228
2020-04-02;Aconcagua; 8;13,75421459; 2,301199289;46,1979350
2020-04-03;Aconcagua; 8; 6,67935249; 1,936899912;20,2837957
2020-04-04;Aconcagua; 8; 3,52865248; 1,302842875; 8,6943050
2020-04-05;Aconcagua; 8; 2,35962643; 1,037338394; 4,9027194
2020-04-06;Aconcagua; 8; 1,95978520; 0,985389385; 3,5455638
2020-04-07;Aconcagua; 8; 1,96272156; 1,086973085; 3,2495513
2020-04-08;Aconcagua; 8; 1,95257085; 1,138767064; 3,0502128
2020-04-09;Aconcagua; 8; 1,67889871; 0,982185165; 2,6182962
2020-04-10;Aconcagua; 8; 1,61536434; 0,979656203; 2,4446263
2020-04-11;Aconcagua; 8; 1,45868462; 0,900816723; 2,1921780
2020-04-12;Aconcagua; 8; 1,33591769; 0,833805647; 1,9805404
2020-04-13;Aconcagua; 8; 1,25099986; 0,788665116; 1,8289474
2020-04-14;Aconcagua; 8; 1,19625260; 0,765988546; 1,7341446
2020-04-15;Aconcagua; 8; 0,81472474; 0,470569531; 1,2445830
2020-04-16;Aconcagua; 8; 0,88106720; 0,519685702; 1,3419502
2020-04-17;Aconcagua; 8; 0,80901130; 0,458839607; 1,2611857
2020-04-18;Aconcagua; 8; 0,89634365; 0,516337934; 1,3842141
2020-04-19;Aconcagua; 8; 1,14423657; 0,703269516; 1,6919248
2020-04-20;Aconcagua; 8; 1,08677463; 0,661230789; 1,6152719
2020-04-21;Aconcagua; 8; 0,91658668; 0,533774490; 1,4089790
2020-04-22;Aconcagua; 8; 0,81757708; 0,453565076; 1,2871355
2020-04-23;Aconcagua; 8; 0,85123640; 0,472866826; 1,3286214
2020-04-24;Aconcagua; 8; 0,76886425; 0,407752112; 1,2476844
2020-04-25;Aconcagua; 8; 0,87386243; 0,470027249; 1,4003493
2020-04-26;Aconcagua; 8; 0,91304012; 0,497373459; 1,4624183
2020-04-27;Aconcagua; 8; 1,07363477; 0,608297855; 1,6689430
2020-04-28;Aconcagua; 8; 1,15341702; 0,671274554; 1,7597889
2020-04-29;Aconcagua; 8; 1,47282388; 0,922591284; 2,1507387
2020-04-30;Aconcagua; 8; 1,90300805; 1,266656517; 2,6702238
2020-05-01;Aconcagua; 8; 1,63193981; 1,039116635; 2,3857653
2020-05-02;Aconcagua; 8; 1,56414991; 1,007223646; 2,2854823
2020-05-03;Aconcagua; 8; 1,28210264; 0,815349371; 1,8783909
2020-05-04;Aconcagua; 8; 1,20255294; 0,781651170; 1,7216826
2020-05-05;Aconcagua; 8; 1,32000256; 0,894441862; 1,8400408
2020-05-06;Aconcagua; 8; 1,29389641; 0,881627681; 1,7899112
2020-05-07;Aconcagua; 8; 1,52892892; 1,077245656; 2,0598051
2020-05-08;Aconcagua; 8; 1,62153487; 1,154070545; 2,1700728
2020-05-09;Aconcagua; 8; 1,72175039; 1,242141901; 2,3033416
2020-05-10;Aconcagua; 8; 1,87275616; 1,354985541; 2,4927514
2020-05-11;Aconcagua; 8; 1,71239841; 1,210373379; 2,3171013
2020-05-12;Aconcagua; 8; 1,57240368; 1,133063232; 2,1162235
2020-05-13;Aconcagua; 8; 1,43326891; 1,057232779; 1,9021835
2020-05-14;Aconcagua; 8; 1,20860918; 0,899145083; 1,5842802
2020-05-15;Aconcagua; 8; 1,29744385; 1,002251011; 1,6434699
2020-05-16;Aconcagua; 8; 1,28008506; 0,998389943; 1,6091676
2020-05-17;Aconcagua; 8; 1,36836416; 1,078979127; 1,6941942
2020-05-18;Aconcagua; 8; 1,41639127; 1,124173869; 1,7491577
2020-05-19;Aconcagua; 8; 1,54628170; 1,231292060; 1,8984920
2020-05-20;Aconcagua; 8; 1,82102617; 1,454230718; 2,2288005
2020-05-21;Aconcagua; 8; 1,82748781; 1,403438066; 2,2952836
2020-05-22;Aconcagua; 8; 1,89820320; 1,443851145; 2,4296196
2020-05-23;Aconcagua; 8; 1,73392923; 1,305147867; 2,2524398
2020-05-24;Aconcagua; 8; 1,60291564; 1,240156894; 2,0622942
2020-05-25;Aconcagua; 8; 1,48828908; 1,183866952; 1,8781385
2020-05-26;Aconcagua; 8; 1,51180673; 1,232974285; 1,8616132
2020-05-27;Aconcagua; 8; 1,47456066; 1,212539767; 1,7864705
2020-05-28;Aconcagua; 8; 1,48615721; 1,235090545; 1,7817667
2020-05-29;Aconcagua; 8; 1,41578004; 1,175369294; 1,6875155
2020-05-30;Aconcagua; 8; 1,37346919; 1,157189361; 1,6268451
