date;ss;codigo_ss;Mean(R);Quantile.0.025(R);Quantile.0.975(R)
2020-03-29;Aconcagua; 8; 5,0279454; 0,125910472;18,5750380
2020-03-30;Aconcagua; 8; 4,9772649; 0,122834677;18,7633637
2020-03-31;Aconcagua; 8; 5,0218471; 0,131930734;18,5703313
2020-04-01;Aconcagua; 8;50,1736176;24,109011974;85,8649325
2020-04-02;Aconcagua; 8;13,5533941; 2,454671725;45,5815169
2020-04-03;Aconcagua; 8; 6,5472446; 2,003591112;20,4706849
2020-04-04;Aconcagua; 8; 3,4963111; 1,325778947; 8,7140727
2020-04-05;Aconcagua; 8; 2,3362580; 1,051435150; 4,8673334
2020-04-06;Aconcagua; 8; 1,9529608; 0,993914362; 3,5468178
2020-04-07;Aconcagua; 8; 1,9526399; 1,096465564; 3,2198268
2020-04-08;Aconcagua; 8; 1,9481787; 1,130736056; 3,0507364
2020-04-09;Aconcagua; 8; 1,6721893; 0,984744100; 2,6120186
2020-04-10;Aconcagua; 8; 1,6120232; 0,991217926; 2,4477948
2020-04-11;Aconcagua; 8; 1,4517148; 0,896238642; 2,1659645
2020-04-12;Aconcagua; 8; 1,3353831; 0,837926782; 1,9616093
2020-04-13;Aconcagua; 8; 1,2526346; 0,786149891; 1,8304426
2020-04-14;Aconcagua; 8; 1,1943789; 0,757271419; 1,7288657
2020-04-15;Aconcagua; 8; 0,8164153; 0,474326507; 1,2573312
2020-04-16;Aconcagua; 8; 0,8774103; 0,521678407; 1,3332142
2020-04-17;Aconcagua; 8; 0,8080177; 0,458813933; 1,2599457
2020-04-18;Aconcagua; 8; 0,8931448; 0,516470587; 1,3736679
2020-04-19;Aconcagua; 8; 1,1446329; 0,708591524; 1,6940293
2020-04-20;Aconcagua; 8; 1,0887814; 0,669404428; 1,6169900
2020-04-21;Aconcagua; 8; 0,9147147; 0,535595854; 1,3985492
2020-04-22;Aconcagua; 8; 0,8190804; 0,459565294; 1,2914097
2020-04-23;Aconcagua; 8; 0,8508670; 0,477903162; 1,3350412
2020-04-24;Aconcagua; 8; 0,7694590; 0,405312892; 1,2415587
2020-04-25;Aconcagua; 8; 0,8722303; 0,475757152; 1,3924250
2020-04-26;Aconcagua; 8; 0,9120288; 0,495224378; 1,4654032
2020-04-27;Aconcagua; 8; 1,0750814; 0,615723281; 1,6727781
2020-04-28;Aconcagua; 8; 1,1540585; 0,672070846; 1,7578224
2020-04-29;Aconcagua; 8; 1,4702085; 0,923244490; 2,1540976
2020-04-30;Aconcagua; 8; 1,9035164; 1,257855836; 2,6645621
2020-05-01;Aconcagua; 8; 1,6390207; 1,039009591; 2,3749371
2020-05-02;Aconcagua; 8; 1,5598305; 1,005624017; 2,2695713
2020-05-03;Aconcagua; 8; 1,2812704; 0,829643079; 1,8726826
2020-05-04;Aconcagua; 8; 1,1984285; 0,776764816; 1,7176229
2020-05-05;Aconcagua; 8; 1,3157261; 0,888877496; 1,8345339
2020-05-06;Aconcagua; 8; 1,2951764; 0,882832142; 1,7890257
2020-05-07;Aconcagua; 8; 1,5253422; 1,083725787; 2,0439606
2020-05-08;Aconcagua; 8; 1,6211219; 1,153708172; 2,1628561
2020-05-09;Aconcagua; 8; 1,7224997; 1,243291727; 2,2904979
2020-05-10;Aconcagua; 8; 1,8742583; 1,366023029; 2,4900062
2020-05-11;Aconcagua; 8; 1,7118803; 1,220947196; 2,3162078
2020-05-12;Aconcagua; 8; 1,5701231; 1,141074545; 2,1165100
2020-05-13;Aconcagua; 8; 1,4314608; 1,057122716; 1,9053134
2020-05-14;Aconcagua; 8; 1,2070006; 0,900396513; 1,5833937
2020-05-15;Aconcagua; 8; 1,2929294; 1,001384825; 1,6361862
2020-05-16;Aconcagua; 8; 1,2827139; 1,001390856; 1,6089772
2020-05-17;Aconcagua; 8; 1,3656036; 1,081750372; 1,6899016
2020-05-18;Aconcagua; 8; 1,4146127; 1,128204532; 1,7406473
2020-05-19;Aconcagua; 8; 1,5435613; 1,237155076; 1,8827303
2020-05-20;Aconcagua; 8; 1,8183619; 1,462319009; 2,2220501
