date;comuna;region;Mean(R);Quantile.0.025(R);Quantile.0.975(R)
2020-03-29;Aisén;Aysén;  5,04106313;1,375163e-01; 18,7711761
2020-03-30;Aisén;Aysén;  5,00503232;1,230022e-01; 18,4675558
2020-03-31;Aisén;Aysén;  4,96973278;1,215329e-01; 18,0779968
2020-04-01;Aisén;Aysén;  9,95451901;1,228337e+00; 27,5895008
2020-04-02;Aisén;Aysén; 13,25308740;3,013622e+00; 32,9870379
2020-04-03;Aisén;Aysén;  8,33181838;1,738002e+00; 24,0186266
2020-04-04;Aisén;Aysén;  4,37981557;1,021920e+00; 12,6147445
2020-04-05;Aisén;Aysén;  3,40951755;1,020483e+00;  8,4607591
2020-04-06;Aisén;Aysén;  2,51493957;8,091466e-01;  5,6696017
2020-04-07;Aisén;Aysén;  1,99640018;6,750374e-01;  4,1803008
2020-04-08;Aisén;Aysén;  1,70566794;6,050510e-01;  3,4687559
2020-04-09;Aisén;Aysén;  1,53927624;5,438410e-01;  3,0613203
2020-04-10;Aisén;Aysén;  1,42126131;5,128574e-01;  2,7978318
2020-04-11;Aisén;Aysén;  1,34146631;4,814419e-01;  2,6225570
2020-04-12;Aisén;Aysén;  1,29805246;4,714003e-01;  2,5341330
2020-04-13;Aisén;Aysén;  1,25965775;4,530515e-01;  2,4400187
2020-04-14;Aisén;Aysén;  1,23776810;4,477777e-01;  2,3988329
2020-04-15;Aisén;Aysén;  1,01697659;3,273154e-01;  2,0944337
2020-04-16;Aisén;Aysén;  0,61497078;1,252622e-01;  1,4894683
2020-04-17;Aisén;Aysén;  0,44964809;5,450245e-02;  1,2703587
2020-04-18;Aisén;Aysén;  0,51961447;6,172790e-02;  1,4996875
2020-04-19;Aisén;Aysén;  0,30601611;7,646831e-03;  1,1578063
2020-04-20;Aisén;Aysén;  0,37479364;8,864015e-03;  1,4478362
2020-04-21;Aisén;Aysén;  0,47422877;1,160218e-02;  1,8431504
2020-04-22;Aisén;Aysén;  0,59694023;1,417485e-02;  2,3409812
2020-04-23;Aisén;Aysén;  0,75328100;1,819659e-02;  2,9826460
2020-04-24;Aisén;Aysén;  0,92709954;2,185587e-02;  3,6093070
2020-04-25;Aisén;Aysén;  1,13664040;2,841497e-02;  4,3599916
2020-04-26;Aisén;Aysén;  1,40004812;3,295664e-02;  5,3503607
2020-04-27;Aisén;Aysén;  1,67998106;3,811423e-02;  6,4678007
2020-04-28;Aisén;Aysén;  1,97854574;4,718425e-02;  7,6792921
2020-04-29;Aisén;Aysén;  2,33625793;5,735887e-02;  8,7039929
2020-04-30;Aisén;Aysén;  2,63427778;6,800782e-02;  9,8440977
2020-05-01;Aisén;Aysén;  2,95366433;6,981168e-02; 11,1024116
2020-05-02;Aisén;Aysén;  3,26216617;7,885662e-02; 12,2094746
2020-05-03;Aisén;Aysén;  3,52197304;8,908119e-02; 13,2577148
2020-05-04;Aisén;Aysén;  3,78953558;9,243341e-02; 14,0038841
2020-05-05;Aisén;Aysén;  4,00759349;1,001882e-01; 14,8095322
2020-05-06;Aisén;Aysén;  4,22933751;1,089106e-01; 15,8059309
2020-05-07;Aisén;Aysén;  4,34289997;1,138672e-01; 16,0665473
2020-05-08;Aisén;Aysén;  4,50051402;1,200168e-01; 16,8643038
2020-05-09;Aisén;Aysén;  4,55266207;1,085320e-01; 16,7599512
2020-05-10;Aisén;Aysén;  4,65971849;1,187927e-01; 17,0790660
2020-05-11;Aisén;Aysén;  4,74998064;1,155685e-01; 17,5000617
