date;comuna;region;Mean(R);Quantile.0.025(R);Quantile.0.975(R)
2020-03-29;Aisén;Aysén;  5,03798398;1,183463e-01; 18,6231160
2020-03-30;Aisén;Aysén;  5,05391913;1,332076e-01; 18,6768533
2020-03-31;Aisén;Aysén;  4,99642348;1,324045e-01; 18,2419486
2020-04-01;Aisén;Aysén; 10,00968458;1,218762e+00; 27,9908271
2020-04-02;Aisén;Aysén; 13,09302913;2,930580e+00; 32,0977846
2020-04-03;Aisén;Aysén;  7,93975445;1,692405e+00; 22,7058565
2020-04-04;Aisén;Aysén;  4,23516559;9,890681e-01; 12,1042096
2020-04-05;Aisén;Aysén;  3,32123428;1,008921e+00;  8,2250347
2020-04-06;Aisén;Aysén;  2,46815697;7,907207e-01;  5,6382242
2020-04-07;Aisén;Aysén;  1,95610466;6,589387e-01;  4,1268982
2020-04-08;Aisén;Aysén;  1,69064237;5,985771e-01;  3,4461803
2020-04-09;Aisén;Aysén;  1,52782881;5,405581e-01;  3,0168983
2020-04-10;Aisén;Aysén;  1,41516363;5,097881e-01;  2,7702289
2020-04-11;Aisén;Aysén;  1,34690344;4,956645e-01;  2,6479579
2020-04-12;Aisén;Aysén;  1,28930406;4,661169e-01;  2,5165036
2020-04-13;Aisén;Aysén;  1,26363206;4,589579e-01;  2,4589043
2020-04-14;Aisén;Aysén;  1,23342826;4,621455e-01;  2,3970993
2020-04-15;Aisén;Aysén;  1,01208608;3,236811e-01;  2,0727070
2020-04-16;Aisén;Aysén;  0,61834478;1,293624e-01;  1,4800737
2020-04-17;Aisén;Aysén;  0,45362765;5,293279e-02;  1,2869191
2020-04-18;Aisén;Aysén;  0,53227555;6,203007e-02;  1,5406970
2020-04-19;Aisén;Aysén;  0,30893674;7,525716e-03;  1,1694846
2020-04-20;Aisén;Aysén;  0,38024974;9,467845e-03;  1,4553113
2020-04-21;Aisén;Aysén;  0,49205278;1,179708e-02;  1,9111871
2020-04-22;Aisén;Aysén;  0,61340563;1,471855e-02;  2,3717201
2020-04-23;Aisén;Aysén;  0,76641267;1,801286e-02;  2,9634217
2020-04-24;Aisén;Aysén;  0,96086583;2,344705e-02;  3,7374360
2020-04-25;Aisén;Aysén;  1,17567198;2,716293e-02;  4,6064029
2020-04-26;Aisén;Aysén;  1,43536459;3,524402e-02;  5,4080970
2020-04-27;Aisén;Aysén;  1,71166926;4,064471e-02;  6,5352667
2020-04-28;Aisén;Aysén;  2,01424438;4,738584e-02;  7,6880334
2020-04-29;Aisén;Aysén;  2,34312240;5,777699e-02;  8,7907533
2020-04-30;Aisén;Aysén;  2,64684169;6,341346e-02; 10,0122032
2020-05-01;Aisén;Aysén;  3,02935752;7,638551e-02; 11,3492643
2020-05-02;Aisén;Aysén;  3,28828321;8,528739e-02; 12,3793102
2020-05-03;Aisén;Aysén;  3,55341844;9,105634e-02; 13,1536224
2020-05-04;Aisén;Aysén;  3,85754540;9,109451e-02; 14,5938802
