date;week;region;Mean(R);Quantile.0.025(R);Quantile.0.975(R)
2020-03-17;12;Chile; 4,1215933;2,207589283; 7,1323161
2020-03-18;12;Chile; 3,2359120;1,810531246; 5,7779673
2020-03-19;12;Chile; 3,3282598;2,051407286; 5,6451209
2020-03-20;12;Chile; 3,0802448;1,905590437; 5,0293415
2020-03-21;12;Chile; 2,8145221;1,792240206; 4,4855567
2020-03-22;12;Chile; 2,5105985;1,659908169; 3,8812922
2020-03-23;13;Chile; 2,3149659;1,605478288; 3,4445469
2020-03-24;13;Chile; 2,3106924;1,657920685; 3,3023824
2020-03-25;13;Chile; 2,3247548;1,686738832; 3,2521846
2020-03-26;13;Chile; 2,1509727;1,556550363; 2,9889158
2020-03-27;13;Chile; 2,1837125;1,623190318; 2,9863689
2020-03-28;13;Chile; 2,1354326;1,588795454; 2,8935879
2020-03-29;13;Chile; 1,9822441;1,485915762; 2,6673633
2020-03-30;14;Chile; 1,8596695;1,428634282; 2,4638052
2020-03-31;14;Chile; 1,7687527;1,396154827; 2,2927563
2020-04-01;14;Chile; 1,6978087;1,368771094; 2,1499255
2020-04-02;14;Chile; 1,6415409;1,345432390; 2,0357941
2020-04-03;14;Chile; 1,5765033;1,310089289; 1,9226146
2020-04-04;14;Chile; 1,5551436;1,313336739; 1,8664910
2020-04-05;14;Chile; 1,4897574;1,267005239; 1,7661901
2020-04-06;15;Chile; 1,4398541;1,241054301; 1,6879713
2020-04-07;15;Chile; 1,3653683;1,194116391; 1,5801439
2020-04-08;15;Chile; 1,3337230;1,186290510; 1,5189166
2020-04-09;15;Chile; 1,3243456;1,191716544; 1,4873935
2020-04-10;15;Chile; 1,3052675;1,180360158; 1,4529718
2020-04-11;15;Chile; 1,2631744;1,147499558; 1,3973268
2020-04-12;15;Chile; 1,2119151;1,111264603; 1,3311357
2020-04-13;16;Chile; 1,1603054;1,077140902; 1,2605391
2020-04-14;16;Chile; 1,1434221;1,075759946; 1,2283668
2020-04-15;16;Chile; 1,1235271;1,063576755; 1,1950191
