date;week;region;Mean(R);Quantile.0.025(R);Quantile.0.975(R)
2020-03-21;12;Tarapacá;5,0462949;0,13219361;18,498782
2020-03-22;12;Tarapacá;4,9990059;0,12522467;18,398405
2020-03-23;13;Tarapacá;4,9973598;0,13833909;18,262022
2020-03-24;13;Tarapacá;5,0535745;0,11666000;18,735237
2020-03-25;13;Tarapacá;4,9914564;0,12999736;18,494173
2020-03-26;13;Tarapacá;5,0118935;0,12865642;18,302443
2020-03-27;13;Tarapacá;4,9932574;0,13312529;18,402658
2020-03-28;13;Tarapacá;4,9831770;0,12646228;18,310308
2020-03-29;13;Tarapacá;5,0351582;0,12620113;18,397546
2020-03-30;14;Tarapacá;4,9814940;0,12462171;18,377154
2020-03-31;14;Tarapacá;9,9941136;1,22475311;27,886944
2020-04-01;14;Tarapacá;6,6067781;0,71711431;19,927469
2020-04-02;14;Tarapacá;4,3071491;0,47038062;13,198709
2020-04-03;14;Tarapacá;3,2223212;0,36130899; 9,579764
2020-04-04;14;Tarapacá;2,6836170;0,31736983; 7,764789
2020-04-05;14;Tarapacá;2,3525698;0,28834577; 6,600303
2020-04-06;15;Tarapacá;2,1293625;0,25173169; 6,032382
2020-04-07;15;Tarapacá;1,9880407;0,23242746; 5,547396
2020-04-08;15;Tarapacá;1,9216724;0,22672608; 5,349687
2020-04-09;15;Tarapacá;1,8308765;0,21917876; 5,193438
2020-04-10;15;Tarapacá;1,7919589;0,22388077; 4,993393
2020-04-11;15;Tarapacá;1,7629818;0,21535476; 4,869587
2020-04-12;15;Tarapacá;1,7414363;0,21544334; 4,875397
2020-04-13;16;Tarapacá;1,7303276;0,21167817; 4,835896
2020-04-14;16;Tarapacá;0,8612571;0,02161173; 3,169199
2020-04-15;16;Tarapacá;0,9613517;0,02669649; 3,609893
2020-04-16;16;Tarapacá;1,1872481;0,03251734; 4,522435
2020-04-17;16;Tarapacá;1,4050351;0,03519996; 5,433095
2020-04-18;16;Tarapacá;1,6843684;0,03999615; 6,410679
2020-04-19;16;Tarapacá;1,9718272;0,04913259; 7,460446
2020-04-20;17;Tarapacá;4,5842385;0,55745965;13,158406
2020-04-21;17;Tarapacá;3,9255014;0,48020141;11,231636
2020-04-22;17;Tarapacá;6,3442960;1,66694241;14,668391
2020-04-23;17;Tarapacá;4,3240639;0,98701280;10,885522
2020-04-24;17;Tarapacá;2,9525009;0,68859605; 7,429535
2020-04-25;17;Tarapacá;2,2775358;0,56982287; 5,405204
2020-04-26;17;Tarapacá;1,9218389;0,49861352; 4,462076
2020-04-27;18;Tarapacá;2,1341372;0,67620647; 4,466922
2020-04-28;18;Tarapacá;1,8796967;0,60273960; 3,965106
2020-04-29;18;Tarapacá;2,3290866;0,91768299; 4,455109
2020-04-30;18;Tarapacá;2,0006536;0,76927370; 3,869366
2020-05-01;18;Tarapacá;1,9923041;0,83408626; 3,713123
2020-05-02;18;Tarapacá;2,3778491;1,13383882; 4,099576
2020-05-03;18;Tarapacá;2,1845170;1,05754223; 3,773682
2020-05-04;19;Tarapacá;1,9849737;0,99792958; 3,420262
2020-05-05;19;Tarapacá;2,2155384;1,20802775; 3,605756
2020-05-06;19;Tarapacá;1,9845829;1,09280633; 3,214775
2020-05-07;19;Tarapacá;1,7798434;1,00946359; 2,858271
2020-05-08;19;Tarapacá;1,6387783;0,95524688; 2,559931
2020-05-09;19;Tarapacá;1,8319528;1,13116622; 2,729913
2020-05-10;19;Tarapacá;1,6165822;0,99466770; 2,414687
2020-05-11;20;Tarapacá;1,3888194;0,85810155; 2,075505
2020-05-12;20;Tarapacá;1,3880162;0,88404871; 2,017553
2020-05-13;20;Tarapacá;1,4512687;0,95196853; 2,064490
2020-05-14;20;Tarapacá;1,3479078;0,88737948; 1,915327
2020-05-15;20;Tarapacá;1,2224473;0,80272737; 1,740535
2020-05-16;20;Tarapacá;1,4997177;1,04019752; 2,052285
2020-05-17;20;Tarapacá;1,3633518;0,92918927; 1,882901
2020-05-18;21;Tarapacá;1,2679389;0,87049548; 1,751354
2020-05-19;21;Tarapacá;1,2035693;0,82705181; 1,646139
2020-05-20;21;Tarapacá;1,2590841;0,88303989; 1,693452
