date;comuna;region;Mean(R);Quantile.0.025(R);Quantile.0.975(R)
2020-03-29;Aisén;Aysén;  5,01233815;1,268001e-01; 18,3408371
2020-03-30;Aisén;Aysén;  4,95948553;1,306763e-01; 18,3031167
2020-03-31;Aisén;Aysén;  4,96674939;1,271998e-01; 18,4464940
2020-04-01;Aisén;Aysén;  9,98277188;1,184283e+00; 27,8069015
2020-04-02;Aisén;Aysén; 13,39873504;3,051690e+00; 32,8088057
2020-04-03;Aisén;Aysén;  8,22040437;1,722961e+00; 22,7927269
2020-04-04;Aisén;Aysén;  4,35904473;1,018039e+00; 12,1898828
2020-04-05;Aisén;Aysén;  3,37195123;1,020896e+00;  8,0812667
2020-04-06;Aisén;Aysén;  2,47135313;7,997897e-01;  5,4306012
2020-04-07;Aisén;Aysén;  1,99460055;6,813996e-01;  4,2030448
2020-04-08;Aisén;Aysén;  1,70424211;5,972994e-01;  3,4585434
2020-04-09;Aisén;Aysén;  1,53750269;5,539451e-01;  3,0337285
2020-04-10;Aisén;Aysén;  1,42420015;5,193043e-01;  2,8190058
2020-04-11;Aisén;Aysén;  1,35119713;5,000864e-01;  2,6367785
2020-04-12;Aisén;Aysén;  1,29022756;4,643579e-01;  2,5186448
2020-04-13;Aisén;Aysén;  1,26092199;4,658868e-01;  2,4459822
2020-04-14;Aisén;Aysén;  1,23705246;4,506798e-01;  2,4036856
2020-04-15;Aisén;Aysén;  1,00840825;3,298303e-01;  2,0831221
2020-04-16;Aisén;Aysén;  0,61449484;1,262298e-01;  1,4898569
2020-04-17;Aisén;Aysén;  0,44823346;5,369104e-02;  1,2664158
2020-04-18;Aisén;Aysén;  0,52441479;6,270697e-02;  1,4962362
2020-04-19;Aisén;Aysén;  0,30593385;7,452283e-03;  1,1635385
2020-04-20;Aisén;Aysén;  0,37737987;8,674625e-03;  1,4578488
2020-04-21;Aisén;Aysén;  0,48957396;1,238726e-02;  1,9150120
2020-04-22;Aisén;Aysén;  0,60219855;1,388303e-02;  2,3398974
2020-04-23;Aisén;Aysén;  0,74876045;1,838753e-02;  2,9181331
2020-04-24;Aisén;Aysén;  0,94436097;2,236987e-02;  3,6989633
2020-04-25;Aisén;Aysén;  1,15650983;2,691603e-02;  4,5047316
2020-04-26;Aisén;Aysén;  1,39890268;3,250652e-02;  5,3751304
2020-04-27;Aisén;Aysén;  1,69146713;4,110779e-02;  6,5226971
2020-04-28;Aisén;Aysén;  1,98689179;4,506040e-02;  7,7120363
2020-04-29;Aisén;Aysén;  2,30485183;5,300000e-02;  8,7370152
2020-04-30;Aisén;Aysén;  2,63472165;6,418983e-02;  9,7878396
2020-05-01;Aisén;Aysén;  2,96624533;7,435882e-02; 11,0130725
2020-05-02;Aisén;Aysén;  3,28455050;8,741270e-02; 12,3316299
2020-05-03;Aisén;Aysén;  3,57086724;8,623942e-02; 13,2745773
2020-05-04;Aisén;Aysén;  3,78163151;9,088635e-02; 13,9050221
2020-05-05;Aisén;Aysén;  4,00893118;1,014017e-01; 14,9084677
2020-05-06;Aisén;Aysén;  4,18162017;1,040798e-01; 15,6905488
2020-05-07;Aisén;Aysén;  4,39593967;1,000730e-01; 16,3942972
2020-05-08;Aisén;Aysén;  4,48295874;1,221535e-01; 16,7067162
2020-05-09;Aisén;Aysén;  4,56573144;1,242320e-01; 16,5790954
2020-05-10;Aisén;Aysén;  4,65321365;1,204629e-01; 17,1584680
2020-05-11;Aisén;Aysén;  4,71508081;1,147989e-01; 17,4013057
2020-05-12;Aisén;Aysén;  4,77672345;1,159033e-01; 17,5778588
2020-05-13;Aisén;Aysén;  4,86729427;1,208174e-01; 18,0612867
2020-05-14;Aisén;Aysén;  4,85233250;1,129145e-01; 17,8988500
2020-05-15;Aisén;Aysén;  4,81897816;1,231575e-01; 17,6588460
2020-05-16;Aisén;Aysén;  4,91955064;1,259925e-01; 17,9883271
2020-05-17;Aisén;Aysén;  4,91856609;1,237250e-01; 18,2259262
2020-05-18;Aisén;Aysén;  4,94655588;1,272372e-01; 18,3612965
2020-05-19;Aisén;Aysén;  5,05327571;1,269536e-01; 18,5585833
2020-05-20;Aisén;Aysén;  4,98454839;1,284678e-01; 18,6059257
2020-05-21;Aisén;Aysén;  4,92215441;1,160351e-01; 18,0426072
2020-05-22;Aisén;Aysén;  4,98868953;1,253835e-01; 18,5114150
2020-05-23;Aisén;Aysén;  4,99432646;1,322719e-01; 18,5250472
2020-05-24;Aisén;Aysén;  4,99361311;1,191752e-01; 18,3087890
2020-05-25;Aisén;Aysén;  4,96299102;1,181937e-01; 18,0777750
2020-05-26;Aisén;Aysén;  9,94426148;1,177360e+00; 27,9932477
2020-05-27;Aisén;Aysén;  6,68420009;7,234352e-01; 20,4461140
2020-05-28;Aisén;Aysén;  6,55489145;1,150264e+00; 17,7949843
2020-05-29;Aisén;Aysén;  5,77864831;1,315600e+00; 14,9281568
2020-05-30;Aisén;Aysén;  3,72918794;8,702367e-01;  9,6155882
2020-05-31;Aisén;Aysén;  2,65034437;6,521925e-01;  6,5604564
2020-06-01;Aisén;Aysén;  2,11171354;5,347293e-01;  4,9768593
2020-06-02;Aisén;Aysén;  1,82349823;4,850201e-01;  4,1425778
2020-06-03;Aisén;Aysén;  1,63881617;4,338990e-01;  3,6536041
2020-06-04;Aisén;Aysén;  1,52823183;4,191868e-01;  3,3629531
2020-06-05;Aisén;Aysén;  1,45178353;3,885942e-01;  3,1963573
2020-06-06;Aisén;Aysén;  1,39980492;3,749590e-01;  3,1033910
2020-06-07;Aisén;Aysén;  1,36222947;3,702945e-01;  2,9970141
2020-06-08;Aisén;Aysén;  1,32889831;3,556530e-01;  2,9005883
2020-06-09;Aisén;Aysén;  0,98671265;2,049356e-01;  2,3560366
2020-06-10;Aisén;Aysén;  1,01609781;2,056990e-01;  2,4426874
2020-06-11;Aisén;Aysén;  0,71314194;8,565318e-02;  2,0134522
2020-06-12;Aisén;Aysén;  0,39843656;1,020494e-02;  1,4564239
2020-06-13;Aisén;Aysén;  0,95201687;1,101871e-01;  2,7468611
2020-06-14;Aisén;Aysén;  1,09289888;1,287709e-01;  3,0861911
2020-06-15;Aisén;Aysén;  1,77649133;3,599359e-01;  4,3926296
2020-06-16;Aisén;Aysén;  1,74904219;3,625627e-01;  4,2042169
2020-06-17;Aisén;Aysén;  1,66856432;3,423842e-01;  4,0590945
2020-06-18;Aisén;Aysén;  1,61187167;3,269184e-01;  3,8965643
2020-06-19;Aisén;Aysén;  2,58186109;8,377988e-01;  5,2789658
2020-06-20;Aisén;Aysén;  2,25255769;7,222482e-01;  4,6900277
2020-06-21;Aisén;Aysén;  1,92624716;5,983493e-01;  4,0666662
2020-06-22;Aisén;Aysén;  1,70200396;5,374803e-01;  3,5873842
2020-06-23;Aisén;Aysén;  1,55539709;4,973860e-01;  3,2280582
2020-06-24;Aisén;Aysén;  1,45708581;4,687560e-01;  3,0066395
2020-06-25;Aisén;Aysén;  1,37760937;4,457479e-01;  2,8352888
2020-06-26;Aisén;Aysén;  1,33879952;4,253456e-01;  2,7691320
2020-06-27;Aisén;Aysén;  1,30072641;4,209164e-01;  2,6616667
2020-06-28;Aisén;Aysén;  1,51957085;5,594288e-01;  2,9409855
2020-06-29;Aisén;Aysén;  1,69954987;6,835926e-01;  3,1853899
2020-06-30;Aisén;Aysén;  1,57154436;6,283049e-01;  2,9691504
2020-07-01;Aisén;Aysén;  1,45367183;5,819197e-01;  2,7351840
2020-07-02;Aisén;Aysén;  1,96054898;9,318049e-01;  3,3750661
2020-07-03;Aisén;Aysén;  1,40422616;5,965650e-01;  2,5758389
2020-07-04;Aisén;Aysén;  1,29535164;5,586739e-01;  2,3694986
2020-07-05;Aisén;Aysén;  1,40171798;6,432897e-01;  2,4749650
2020-03-29;Algarrobo;Valparaíso;  2,58662010;8,610315e-01;  5,4793913
2020-03-30;Algarrobo;Valparaíso;  2,75399243;1,090957e+00;  5,4621564
2020-03-31;Algarrobo;Valparaíso;  2,21233080;8,729749e-01;  4,3889135
2020-04-01;Algarrobo;Valparaíso;  1,83632628;7,413554e-01;  3,5657197
2020-04-02;Algarrobo;Valparaíso;  1,81218459;8,000980e-01;  3,3039137
2020-04-03;Algarrobo;Valparaíso;  1,78481796;8,275108e-01;  3,1600004
2020-04-04;Algarrobo;Valparaíso;  1,43259842;6,334515e-01;  2,5886563
2020-04-05;Algarrobo;Valparaíso;  1,31591026;5,959530e-01;  2,3286612
2020-04-06;Algarrobo;Valparaíso;  1,26245856;5,695977e-01;  2,2316288
2020-04-07;Algarrobo;Valparaíso;  1,07979172;4,653528e-01;  1,9498818
2020-04-08;Algarrobo;Valparaíso;  1,07590219;4,663567e-01;  1,9381223
2020-04-09;Algarrobo;Valparaíso;  0,94668626;3,791773e-01;  1,7705972
