date;ss;codigo_ss;Mean(R);Quantile.0.025(R);Quantile.0.975(R)
2020-03-29;Aconcagua; 8; 4,9636837; 0,135420543;18,1839237
2020-03-30;Aconcagua; 8; 5,0118484; 0,128802685;18,4171138
2020-03-31;Aconcagua; 8; 5,0457819; 0,125612251;18,5138607
2020-04-01;Aconcagua; 8;49,8894432;24,025317928;85,4203165
2020-04-02;Aconcagua; 8;14,0550919; 2,319597187;48,8228898
2020-04-03;Aconcagua; 8; 6,8632568; 1,941948585;23,6774888
2020-04-04;Aconcagua; 8; 3,5998002; 1,297229301; 9,5559907
2020-04-05;Aconcagua; 8; 2,3790736; 1,043362140; 5,1299128
2020-04-06;Aconcagua; 8; 1,9763148; 0,987714383; 3,6496016
2020-04-07;Aconcagua; 8; 1,9702110; 1,101459754; 3,2699147
2020-04-08;Aconcagua; 8; 1,9531748; 1,135462383; 3,0728477
2020-04-09;Aconcagua; 8; 1,6772920; 0,992415440; 2,6178504
2020-04-10;Aconcagua; 8; 1,6217208; 0,997058211; 2,4513743
2020-04-11;Aconcagua; 8; 1,4552094; 0,897155238; 2,1835789
2020-04-12;Aconcagua; 8; 1,3402892; 0,839821657; 1,9774628
2020-04-13;Aconcagua; 8; 1,2551073; 0,795274422; 1,8347928
2020-04-14;Aconcagua; 8; 1,1965343; 0,757815361; 1,7334984
2020-04-15;Aconcagua; 8; 0,8180130; 0,473748904; 1,2604452
2020-04-16;Aconcagua; 8; 0,8798897; 0,522349876; 1,3338167
2020-04-17;Aconcagua; 8; 0,8092719; 0,458366572; 1,2624364
2020-04-18;Aconcagua; 8; 0,8927323; 0,512666177; 1,3709897
2020-04-19;Aconcagua; 8; 1,1426576; 0,698703693; 1,6993897
2020-04-20;Aconcagua; 8; 1,0859527; 0,662595225; 1,6195468
2020-04-21;Aconcagua; 8; 0,9149125; 0,533684526; 1,4034964
2020-04-22;Aconcagua; 8; 0,8187721; 0,456977267; 1,2827193
2020-04-23;Aconcagua; 8; 0,8508373; 0,476389687; 1,3328574
2020-04-24;Aconcagua; 8; 0,7692136; 0,404358394; 1,2456050
2020-04-25;Aconcagua; 8; 0,8730513; 0,475236518; 1,4022513
2020-04-26;Aconcagua; 8; 0,9112919; 0,494477524; 1,4574575
2020-04-27;Aconcagua; 8; 1,0753140; 0,615678352; 1,6759926
2020-04-28;Aconcagua; 8; 1,1525325; 0,670545265; 1,7623427
2020-04-29;Aconcagua; 8; 1,4738139; 0,929135956; 2,1491596
2020-04-30;Aconcagua; 8; 1,9032059; 1,265995089; 2,6808345
2020-05-01;Aconcagua; 8; 1,6406559; 1,038447461; 2,3922287
2020-05-02;Aconcagua; 8; 1,5643811; 1,009134557; 2,2888618
2020-05-03;Aconcagua; 8; 1,2854251; 0,816692573; 1,8870963
2020-05-04;Aconcagua; 8; 1,2052655; 0,781929891; 1,7417379
2020-05-05;Aconcagua; 8; 1,3219424; 0,891030355; 1,8415260
2020-05-06;Aconcagua; 8; 1,2950766; 0,877711902; 1,7901127
2020-05-07;Aconcagua; 8; 1,5285973; 1,089162567; 2,0510151
2020-05-08;Aconcagua; 8; 1,6253760; 1,154507072; 2,1744591
2020-05-09;Aconcagua; 8; 1,7243769; 1,242176742; 2,3033896
2020-05-10;Aconcagua; 8; 1,8763418; 1,354444560; 2,4998189
