date;comuna;region;Mean(R);Quantile.0.025(R);Quantile.0.975(R)
2020-03-29;Aisén;Aysén;  4,96412824;1,236527e-01; 18,3186354
2020-03-30;Aisén;Aysén;  4,98230108;1,222887e-01; 18,5148693
2020-03-31;Aisén;Aysén;  4,99366890;1,226991e-01; 18,2796785
2020-04-01;Aisén;Aysén; 10,02788695;1,192211e+00; 28,0664671
2020-04-02;Aisén;Aysén; 13,39285580;2,982498e+00; 33,1820785
2020-04-03;Aisén;Aysén;  8,25012418;1,717796e+00; 23,1505233
2020-04-04;Aisén;Aysén;  4,28438122;1,033463e+00; 11,5825042
2020-04-05;Aisén;Aysén;  3,33116727;1,039566e+00;  7,8051413
2020-04-06;Aisén;Aysén;  2,46665376;8,215891e-01;  5,3695972
2020-04-07;Aisén;Aysén;  1,97024029;6,716806e-01;  4,0971925
2020-04-08;Aisén;Aysén;  1,69457673;6,016137e-01;  3,4580395
2020-04-09;Aisén;Aysén;  1,53299294;5,605019e-01;  3,0322844
2020-04-10;Aisén;Aysén;  1,42229186;5,161647e-01;  2,7867773
2020-04-11;Aisén;Aysén;  1,34955005;4,902124e-01;  2,6306264
2020-04-12;Aisén;Aysén;  1,29830129;4,731987e-01;  2,5514153
2020-04-13;Aisén;Aysén;  1,25869248;4,614229e-01;  2,4507429
2020-04-14;Aisén;Aysén;  1,23385525;4,565258e-01;  2,3996716
2020-04-15;Aisén;Aysén;  1,01050409;3,281850e-01;  2,0816873
2020-04-16;Aisén;Aysén;  0,61794400;1,221255e-01;  1,4932028
2020-04-17;Aisén;Aysén;  0,44750169;5,333443e-02;  1,2642213
2020-04-18;Aisén;Aysén;  0,52110346;6,242243e-02;  1,4906448
2020-04-19;Aisén;Aysén;  0,30399928;7,541914e-03;  1,1668650
2020-04-20;Aisén;Aysén;  0,37986104;8,222309e-03;  1,4413943
2020-04-21;Aisén;Aysén;  0,48075225;1,245762e-02;  1,8914805
2020-04-22;Aisén;Aysén;  0,60151140;1,356850e-02;  2,2960151
2020-04-23;Aisén;Aysén;  0,76091300;1,813948e-02;  2,9946684
2020-04-24;Aisén;Aysén;  0,93038563;2,306664e-02;  3,6095163
2020-04-25;Aisén;Aysén;  1,15439165;2,924865e-02;  4,4623444
2020-04-26;Aisén;Aysén;  1,41076828;3,199949e-02;  5,4240740
2020-04-27;Aisén;Aysén;  1,68015926;3,857062e-02;  6,4962225
2020-04-28;Aisén;Aysén;  1,99902919;5,331731e-02;  7,4959478
2020-04-29;Aisén;Aysén;  2,31998381;5,372527e-02;  8,7434651
2020-04-30;Aisén;Aysén;  2,66201827;6,805141e-02; 10,2745405
2020-05-01;Aisén;Aysén;  2,97443817;7,429935e-02; 11,0816712
2020-05-02;Aisén;Aysén;  3,30760339;8,119352e-02; 12,5189083
2020-05-03;Aisén;Aysén;  3,53243414;8,260658e-02; 13,0221154
2020-05-04;Aisén;Aysén;  3,83940689;9,581131e-02; 14,4714069
2020-05-05;Aisén;Aysén;  4,01114995;1,101376e-01; 14,9707177
2020-05-06;Aisén;Aysén;  4,22278095;1,093166e-01; 15,6230019
2020-05-07;Aisén;Aysén;  4,35964683;1,063598e-01; 16,0283149
2020-05-08;Aisén;Aysén;  4,44997349;1,085645e-01; 16,4089141
2020-05-09;Aisén;Aysén;  4,53273546;1,135863e-01; 16,8892413
2020-05-10;Aisén;Aysén;  4,61479761;1,221337e-01; 17,0098866
2020-05-11;Aisén;Aysén;  4,68056747;1,250096e-01; 17,2906226
2020-05-12;Aisén;Aysén;  4,79451502;1,190394e-01; 17,4827892
2020-05-13;Aisén;Aysén;  4,80843455;1,237806e-01; 17,7763539
2020-05-14;Aisén;Aysén;  4,86408439;1,228844e-01; 18,1402136
2020-05-15;Aisén;Aysén;  4,86611026;1,314787e-01; 17,9028651
2020-05-16;Aisén;Aysén;  4,95569943;1,234939e-01; 18,2260389
2020-05-17;Aisén;Aysén;  4,95640794;1,187569e-01; 18,3241294
2020-05-18;Aisén;Aysén;  4,92455847;1,212902e-01; 18,0204100
2020-05-19;Aisén;Aysén;  4,94285210;1,264148e-01; 18,5892893
2020-05-20;Aisén;Aysén;  4,95988114;1,218337e-01; 18,4517040
2020-05-21;Aisén;Aysén;  4,96650108;1,241731e-01; 18,2878404
2020-05-22;Aisén;Aysén;  4,93783099;1,255974e-01; 18,4008048
2020-05-23;Aisén;Aysén;  4,99832748;1,273643e-01; 18,6762684
2020-05-24;Aisén;Aysén;  4,95245057;1,259694e-01; 18,1043640
2020-05-25;Aisén;Aysén;  4,99660408;1,256401e-01; 18,3718499
2020-05-26;Aisén;Aysén; 10,02474963;1,223340e+00; 27,6292395
2020-05-27;Aisén;Aysén;  6,70885373;7,048198e-01; 20,4300979
2020-05-28;Aisén;Aysén;  6,50374608;1,161762e+00; 17,8951273
2020-05-29;Aisén;Aysén;  5,68752040;1,259947e+00; 14,5962887
2020-05-30;Aisén;Aysén;  3,66768653;8,393241e-01;  9,4942904
2020-05-31;Aisén;Aysén;  2,62600145;6,446519e-01;  6,4101731
2020-06-01;Aisén;Aysén;  2,11242654;5,357873e-01;  4,9371444
2020-06-02;Aisén;Aysén;  1,83160047;4,833720e-01;  4,0998431
2020-06-03;Aisén;Aysén;  1,63525095;4,477234e-01;  3,6776198
2020-06-04;Aisén;Aysén;  1,53007016;4,165779e-01;  3,3811395
2020-06-05;Aisén;Aysén;  1,45866899;3,974732e-01;  3,2139119
2020-06-06;Aisén;Aysén;  1,40777142;3,924855e-01;  3,0690853
2020-06-07;Aisén;Aysén;  1,37101799;3,762459e-01;  3,0012326
2020-06-08;Aisén;Aysén;  1,33751342;3,688544e-01;  2,9321246
2020-06-09;Aisén;Aysén;  0,99339899;2,045455e-01;  2,4065778
2020-06-10;Aisén;Aysén;  1,01439161;2,048665e-01;  2,4420328
2020-06-11;Aisén;Aysén;  0,71055112;8,456040e-02;  1,9880628
2020-06-12;Aisén;Aysén;  0,39241570;9,720348e-03;  1,4657546
2020-03-29;Algarrobo;Valparaíso;  2,59371356;8,616601e-01;  5,5284989
2020-03-30;Algarrobo;Valparaíso;  2,77174841;1,108947e+00;  5,4463879
2020-03-31;Algarrobo;Valparaíso;  2,23053778;8,783835e-01;  4,3767858
2020-04-01;Algarrobo;Valparaíso;  1,84319968;7,378260e-01;  3,5616612
2020-04-02;Algarrobo;Valparaíso;  1,80974222;8,033706e-01;  3,3057624
2020-04-03;Algarrobo;Valparaíso;  1,78046700;8,354989e-01;  3,1241094
2020-04-04;Algarrobo;Valparaíso;  1,43101046;6,414062e-01;  2,5535255
